RT,trial,run,task,deltaPed,coherence,contrast,trialNum,correct,lAvgCon,rAvgCon,lAvgCoh,rAvgCoh,side,direction,conPedestal,cohPedestal,isCatch
NaN,1,1,1,0.5,0.45,0.2636,1,NaN,0.2636,0.2636,0.45,0.71031,2,-1,2,4,0
0.13918,2,1,1,0.5,0.25,0.17377,2,1,0.17377,0.17377,0.25,0.51031,2,-1,1,3,0
0.24352,3,1,1,0.5,0.125,0.2636,3,1,0.2636,0.2636,0.125,0.38531,2,1,2,2,0
0.17495,4,1,1,0.5,0.25,0.39985,4,1,0.39985,0.39985,0.51031,0.25,1,-1,3,3,0
0.19321,5,1,1,0.5,0.25,0.2636,5,1,0.2636,0.2636,0.25,0.51031,2,1,2,3,0
0.16466,6,1,1,0.5,0.05,0.2636,6,1,0.2636,0.2636,0.05,0.31031,2,1,2,1,0
0.31877,7,1,1,0.5,0.45,0.17377,7,0,0.17377,0.17377,0.71031,0.45,1,-1,1,4,0
-0.014576,8,1,1,0.33333,0.25,0.39985,8,1,0.39985,0.39985,0.25,0.42354,2,-1,3,3,0
0.90136,9,1,2,0.049787,0.45,0.17377,9,0,0.19969,0.17377,0.45,0.45,1,-1,1,4,1
0.18877,10,1,2,0.049787,0.125,0.39985,10,1,0.39985,0.42577,0.125,0.125,2,-1,3,2,1
0.16384,11,1,1,0.33333,0.25,0.60653,11,1,0.60653,0.60653,0.25,0.42354,2,1,4,3,0
0.18485,12,1,1,0.5,0.45,0.2636,12,1,0.2636,0.2636,0.71031,0.45,1,-1,2,4,0
0.26021,13,1,2,0.067206,0.125,0.39985,13,1,0.39985,0.43484,0.125,0.125,2,-1,3,2,1
0.1815,14,1,2,0.090718,0.05,0.2636,14,0,0.31083,0.2636,0.05,0.05,1,1,2,1,1
0.12724,15,1,2,0.090718,0.25,0.39985,15,0,0.44708,0.39985,0.25,0.25,1,1,3,3,1
0.094983,16,1,1,0.5,0.45,0.39985,16,1,0.39985,0.39985,0.71031,0.45,1,1,3,4,0
0.34983,17,1,1,0.5,0.125,0.2636,17,1,0.2636,0.2636,0.38531,0.125,1,1,2,2,0
0.21392,18,1,2,0.12246,0.05,0.60653,18,0,0.67029,0.60653,0.05,0.05,1,1,4,1,1
0.32929,19,1,1,0.5,0.125,0.60653,19,1,0.60653,0.60653,0.38531,0.125,1,1,4,2,0
0.31706,20,1,1,0.5,0.45,0.60653,20,0,0.60653,0.60653,0.71031,0.45,1,-1,4,4,0
0.076077,21,1,1,0.5,0.45,0.17377,21,1,0.17377,0.17377,0.45,0.71031,2,1,1,4,0
0.095615,22,1,2,0.12246,0.125,0.2636,22,1,0.2636,0.32735,0.125,0.125,2,-1,2,2,1
0.14984,23,1,1,0.5,0.05,0.17377,23,1,0.17377,0.17377,0.31031,0.05,1,1,1,1,0
0.25152,24,1,1,0.5,0.45,0.17377,24,1,0.17377,0.17377,0.45,0.71031,2,1,1,4,0
0.1123,25,1,1,0.5,0.45,0.39985,25,1,0.39985,0.39985,0.45,0.71031,2,1,3,4,0
0.055393,26,1,1,0.33333,0.125,0.2636,26,1,0.2636,0.2636,0.125,0.29854,2,1,2,2,0
0.051576,27,1,1,0.33333,0.25,0.39985,27,0,0.39985,0.39985,0.42354,0.25,1,-1,3,3,0
-0.028059,28,1,1,0.41667,0.25,0.60653,28,1,0.60653,0.60653,0.25,0.46693,2,-1,4,3,0
-0.030085,29,1,1,0.33333,0.125,0.17377,29,1,0.17377,0.17377,0.125,0.29854,2,1,1,2,0
0.52758,30,1,1,0.33333,0.125,0.60653,30,1,0.60653,0.60653,0.125,0.29854,2,1,4,2,0
0.19969,31,1,2,0.12246,0.25,0.60653,31,1,0.60653,0.67029,0.25,0.25,2,-1,4,3,1
0.5921,32,1,2,0.049787,0.05,0.60653,32,1,0.60653,0.63245,0.05,0.05,2,-1,4,1,1
0.10586,33,1,1,0.41667,0.45,0.17377,33,0,0.17377,0.17377,0.45,0.66693,2,1,1,4,0
-0.026655,34,1,1,0.5,0.05,0.60653,34,1,0.60653,0.60653,0.05,0.31031,2,1,4,1,0
0.33347,35,1,1,0.41667,0.25,0.2636,35,1,0.2636,0.2636,0.46693,0.25,1,-1,2,3,0
0.14013,36,1,1,0.45833,0.45,0.39985,36,1,0.39985,0.39985,0.45,0.68862,2,-1,3,4,0
0.31442,37,1,1,0.16667,0.125,0.60653,37,1,0.60653,0.60653,0.21177,0.125,1,1,4,2,0
0.059217,38,1,1,0.33333,0.05,0.60653,38,1,0.60653,0.60653,0.05,0.22354,2,1,4,1,0
0.17871,39,1,2,0.067206,0.05,0.2636,39,0,0.29859,0.2636,0.05,0.05,1,-1,2,1,1
0.41035,40,1,2,0.049787,0.05,0.17377,40,1,0.17377,0.19969,0.05,0.05,2,-1,1,1,1
0.014151,41,1,1,0.41667,0.25,0.39985,41,1,0.39985,0.39985,0.46693,0.25,1,1,3,3,0
0.23347,42,1,1,0.45833,0.45,0.2636,42,0,0.2636,0.2636,0.68862,0.45,1,1,2,4,0
0.16215,43,1,1,0.5,0.45,0.2636,43,1,0.2636,0.2636,0.45,0.71031,2,-1,2,4,0
0.27032,44,1,2,0.067206,0.45,0.39985,44,0,0.43484,0.39985,0.45,0.45,1,1,3,4,1
0.17345,45,1,2,0.12246,0.05,0.39985,45,0,0.4636,0.39985,0.05,0.05,1,-1,3,1,1
0.18821,46,1,1,0.33333,0.05,0.17377,46,1,0.17377,0.17377,0.22354,0.05,1,-1,1,1,0
0.017192,47,1,1,0.33333,0.05,0.60653,47,1,0.60653,0.60653,0.05,0.22354,2,-1,4,1,0
