correct,RT,response,sLength,mainTrial,position,respond,SOA,tGen,tImg
NaN,NaN,NaN,0.25993,1,1,1,0.25,2,66
NaN,NaN,NaN,0.25977,1,2,1,0.25,1,66
NaN,NaN,NaN,0.2599,1,2,1,0.25,2,40
NaN,NaN,NaN,0.25978,2,1,1,0.25,1,13
NaN,NaN,NaN,0.25985,2,1,1,0.25,1,48
NaN,NaN,NaN,0.25989,3,1,1,0.25,1,56
NaN,NaN,NaN,0.25987,3,2,1,0.25,1,75
NaN,NaN,NaN,0.25973,4,2,1,0.25,2,5
NaN,NaN,NaN,0.25972,4,2,1,0.25,2,32
NaN,NaN,NaN,0.2598,5,1,1,0.25,1,60
NaN,NaN,NaN,NaN,5,2,0,0.25,2,14
NaN,NaN,NaN,0.26,6,1,1,0.25,2,47
NaN,NaN,NaN,0.25989,6,2,1,0.25,1,56
NaN,NaN,NaN,0.25982,7,2,1,0.25,1,36
NaN,NaN,NaN,0.25981,7,2,1,0.25,1,33
NaN,NaN,NaN,0.25983,8,1,1,0.25,2,70
NaN,NaN,NaN,0.25989,8,2,1,0.25,1,70
NaN,NaN,NaN,0.25979,9,1,1,0.25,2,10
NaN,NaN,NaN,NaN,9,2,0,0.25,1,49
NaN,NaN,NaN,0.25985,10,2,1,0.25,2,46
NaN,NaN,NaN,NaN,10,1,0,0.25,2,34
NaN,NaN,NaN,0.2599,11,2,1,0.25,1,69
NaN,NaN,NaN,0.25982,11,1,1,0.25,1,65
NaN,NaN,NaN,0.25982,12,1,1,0.25,2,23
NaN,NaN,NaN,0.25972,12,2,1,0.25,2,37
NaN,NaN,NaN,NaN,13,2,0,0.25,2,20
NaN,NaN,NaN,0.25995,13,2,1,0.25,2,56
NaN,NaN,NaN,NaN,14,1,0,0.25,2,23
NaN,NaN,NaN,NaN,14,1,0,0.25,1,68
NaN,NaN,NaN,0.25966,15,1,1,0.25,2,53
NaN,NaN,NaN,0.25988,15,2,1,0.25,2,10
NaN,NaN,NaN,0.25995,16,2,1,0.25,2,65
NaN,NaN,NaN,0.25976,16,1,1,0.25,2,74
NaN,NaN,NaN,0.25993,17,2,1,0.25,2,8
NaN,NaN,NaN,0.25983,17,1,1,0.25,2,25
NaN,NaN,NaN,0.25982,18,2,1,0.25,1,28
NaN,NaN,NaN,0.25994,18,1,1,0.25,1,41
NaN,NaN,NaN,NaN,19,1,0,0.25,2,5
NaN,NaN,NaN,0.25985,19,1,1,0.25,2,41
NaN,NaN,NaN,NaN,20,1,0,0.25,2,3
NaN,NaN,NaN,0.25977,20,2,1,0.25,2,12
