trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
1,0.35384,1,2,2,4,2,0.4,0.72083,0.43782,0.43782,0.32083,20,4,4,1
2,0.29374,1,1,1,3,2,0.525,0.25,0.2227,0.2227,0.275,17,3,2,1
3,0.34323,1,1,1,2,2,0.675,0.4,0.32082,0.32082,0.275,18,4,3,1
4,0.72286,1,2,2,4,1,0.15,0.51667,0.2227,0.2227,0.36667,17,2,2,4
5,0.75047,0,2,1,4,1,0.75417,0.25,0.2227,0.2227,0.50417,14,3,2,4
6,0.40807,1,1,1,4,2,0.675,0.4,0.2227,0.2227,0.275,7,4,2,1
7,0.44374,1,1,1,3,1,0.675,0.4,0.32082,0.32082,0.275,16,4,3,1
8,0.39741,1,2,2,3,2,0.15,0.51667,0.32082,0.32082,0.36667,9,2,3,4
9,0.49711,1,1,1,4,1,0.525,0.25,0.2227,0.2227,0.275,2,3,2,1
10,0.48483,1,1,1,2,1,0.8,0.25,0.2227,0.2227,0.55,9,3,2,4
11,0.46242,1,1,1,2,1,0.8,0.25,0.2227,0.2227,0.55,9,3,2,4
12,0.36214,1,1,1,3,2,0.62917,0.4,0.2227,0.2227,0.22917,13,4,2,1
13,1.0058,0,2,1,2,1,0.47083,0.15,0.2227,0.2227,0.32083,10,2,2,4
14,0.46342,1,2,2,1,2,0.4,0.85833,0.43782,0.43782,0.45833,1,4,4,4
15,0.27503,1,2,2,1,2,0.15,0.33433,0.43782,0.43782,0.18433,2,2,4,1
16,0.41447,1,1,1,4,2,0.525,0.25,0.2227,0.2227,0.275,6,3,2,1
17,0.84833,1,1,1,4,2,0.62917,0.4,0.2227,0.2227,0.22917,18,4,2,1
18,0.29995,1,1,1,3,1,0.33433,0.15,0.32082,0.32082,0.18433,12,2,3,1
19,0.31769,1,2,2,2,2,0.15,0.2885,0.32082,0.32082,0.1385,4,2,3,1
20,0.24928,1,1,1,4,1,0.50208,0.25,0.43782,0.43782,0.25208,11,3,4,1
21,1.0289,1,2,2,2,2,0.25,0.8,0.43782,0.43782,0.55,11,3,4,4
22,0.7986,0,2,1,4,1,0.77708,0.25,0.2227,0.2227,0.52708,13,3,2,4
23,0.42631,1,2,2,3,2,0.25,0.8,0.32082,0.32082,0.55,18,3,3,4
24,0.44569,1,1,1,2,1,0.85833,0.4,0.32082,0.32082,0.45833,8,4,3,4
25,0.39158,1,2,2,4,1,0.25,0.8,0.32082,0.32082,0.55,18,3,3,4
26,0.45918,1,1,1,1,1,0.2885,0.15,0.43782,0.43782,0.1385,8,2,4,1
27,0.3489,1,1,1,3,1,0.2885,0.15,0.43782,0.43782,0.1385,9,2,4,1
28,0.32859,0,2,1,1,1,0.51667,0.15,0.43782,0.43782,0.36667,3,2,4,4
29,0.49216,0,2,1,3,1,0.62917,0.4,0.43782,0.43782,0.22917,15,4,4,1
30,0.65385,0,1,2,1,1,0.4,0.8125,0.43782,0.43782,0.4125,14,4,4,4
31,1.0095,0,2,1,3,2,0.53958,0.15,0.32082,0.32082,0.38958,1,2,3,4
32,0.33325,1,2,2,3,1,0.25,0.50208,0.2227,0.2227,0.25208,16,3,2,1
33,0.54286,1,1,1,3,1,0.85833,0.4,0.2227,0.2227,0.45833,20,4,2,4
34,0.91446,1,1,1,3,2,0.8,0.25,0.43782,0.43782,0.55,16,3,4,4
35,0.18209,1,1,1,3,2,0.24267,0.15,0.32082,0.32082,0.092667,3,2,3,1
36,0.36774,1,2,2,3,2,0.25,0.50208,0.43782,0.43782,0.25208,19,3,4,1
37,0.3875,1,2,2,2,2,0.15,0.24267,0.2227,0.2227,0.092667,14,2,2,1
38,0.38907,1,2,2,3,2,0.4,0.85833,0.2227,0.2227,0.45833,5,4,2,4
39,0.50477,1,2,2,4,2,0.25,0.47917,0.32082,0.32082,0.22917,8,3,3,1
40,0.73246,1,1,1,2,2,0.47917,0.25,0.43782,0.43782,0.22917,14,3,4,1
41,0.91001,1,2,2,2,2,0.15,0.5625,0.43782,0.43782,0.4125,7,2,4,4
42,0.71367,1,2,2,4,1,0.15,0.24267,0.43782,0.43782,0.092667,16,2,4,1
43,1.2454,1,2,2,1,1,0.15,0.5625,0.32082,0.32082,0.4125,17,2,3,4
44,0.3189,1,1,1,1,1,0.19683,0.15,0.32082,0.32082,0.046833,7,2,3,1
45,0.47471,1,1,1,4,1,0.85833,0.4,0.43782,0.43782,0.45833,15,4,4,4
46,0.5661,1,2,2,2,2,0.15,0.5625,0.2227,0.2227,0.4125,8,2,2,4
47,0.63205,0,1,2,3,2,0.15,0.19683,0.2227,0.2227,0.046833,16,2,2,1
48,0.62763,1,1,1,4,1,0.675,0.4,0.43782,0.43782,0.275,15,4,4,1
49,0.90104,0,2,1,1,1,0.53958,0.15,0.2227,0.2227,0.38958,4,2,2,4
50,0.32102,1,2,2,3,2,0.4,0.675,0.43782,0.43782,0.275,7,4,4,1
51,0.49264,1,1,1,1,2,0.5625,0.15,0.43782,0.43782,0.4125,18,2,4,4
52,0.73438,1,2,2,2,2,0.15,0.5625,0.43782,0.43782,0.4125,6,2,4,4
53,0.30595,1,1,1,3,1,0.47917,0.25,0.43782,0.43782,0.22917,2,3,4,1
54,0.46135,0,2,1,1,1,0.675,0.4,0.32082,0.32082,0.275,16,4,3,1
55,0.68734,1,1,1,2,2,0.45625,0.25,0.32082,0.32082,0.20625,15,3,3,1
56,0.38687,1,1,1,2,2,0.5625,0.15,0.32082,0.32082,0.4125,15,2,3,4
57,0.39048,0,2,1,4,1,0.69792,0.4,0.2227,0.2227,0.29792,15,4,2,1
58,0.35212,1,2,2,4,1,0.25,0.77708,0.43782,0.43782,0.52708,1,3,4,4
59,0.43589,1,1,1,2,1,0.24267,0.15,0.2227,0.2227,0.092667,1,2,2,1
60,0.42158,1,2,2,2,2,0.25,0.45625,0.32082,0.32082,0.20625,17,3,3,1
61,0.38519,1,1,1,1,2,0.83542,0.4,0.43782,0.43782,0.43542,16,4,4,4
62,0.24488,1,1,1,2,1,0.72083,0.4,0.32082,0.32082,0.32083,1,4,3,1
63,0.74255,1,1,1,2,2,0.83542,0.4,0.2227,0.2227,0.43542,4,4,2,4
64,0.33011,1,2,2,1,2,0.4,NaN,0.14805,NaN,0.20625,2,3,3,1
65,0.45388,1,2,2,1,1,0.6,NaN,0.32082,NaN,0.43542,19,4,3,4
66,0.48753,1,2,2,3,2,0.6,NaN,0.2227,NaN,0.092667,9,2,2,1
67,0.89909,0,2,1,1,1,0.15,NaN,0.43782,NaN,0.4125,11,4,2,4
68,0.84484,0,2,1,3,1,0.4,NaN,0.43782,NaN,0.43542,2,4,3,4
69,0.29645,1,2,2,1,2,0.15,NaN,0.56218,NaN,0.45833,15,4,3,4
70,0.39609,1,1,1,4,1,0.1,NaN,0.2227,NaN,0.52708,14,3,4,4
71,0.42177,1,1,1,1,1,0.1,NaN,0.2227,NaN,0.52708,11,3,3,4
72,0.42536,1,1,1,4,2,0.525,0.25,0.2227,0.2227,0.50417,2,3,3,4
