correct,RT,response,sLength,mainTrial,position,respond,SOA,tGen,tImg
0,1.0115,8,0.25976,1,2,1,0.25,1,63
1,0.70831,8,0.25986,1,2,1,0.25,2,20
1,0.77903,9,0.25982,1,1,1,0.25,1,62
1,0.80975,9,0.25954,2,2,1,0.25,1,79
1,0.7088,8,0.17989,2,1,1,0.16667,2,50
1,0.65776,9,0.18003,3,1,1,0.16667,1,78
1,0.66645,9,0.1798,3,1,1,0.16667,1,3
1,0.87729,8,0.13978,4,1,1,0.125,2,30
1,0.7141,9,0.1399,4,2,1,0.125,1,58
1,0.50098,10,NaN,5,1,0,0.125,2,48
1,0.63181,9,0.099939,5,2,1,0.083333,1,64
1,0.73865,9,0.09989,6,1,1,0.083333,1,72
1,0.72545,10,NaN,6,1,0,0.083333,1,41
0,0.66423,10,0.059898,7,2,1,0.041667,2,41
1,0.80507,8,0.099844,7,2,1,0.083333,2,36
0,0.88199,8,0.099883,8,2,1,0.083333,1,5
1,0.75074,8,0.13989,8,1,1,0.125,2,37
1,0.65553,9,0.13976,9,2,1,0.125,1,5
0,0.63237,9,0.13995,9,1,1,0.125,2,24
0,0.6572,8,0.17977,10,2,1,0.16667,1,21
NaN,NaN,NaN,NaN,10,1,0,0.20833,2,27
NaN,NaN,NaN,0.21987,11,1,1,0.20833,2,59
1,0.60757,8,0.21981,11,1,1,0.20833,2,26
0,0.76257,9,0.21984,12,2,1,0.20833,2,38
1,0.54733,10,NaN,12,1,0,0.25,1,63
1,0.71009,8,0.25972,13,1,1,0.25,2,35
1,0.60898,10,NaN,13,1,0,0.25,1,36
1,0.66786,10,NaN,14,1,0,0.20833,1,57
0,0.67476,9,0.21996,14,2,1,0.20833,2,73
1,0.69954,8,0.23993,15,1,1,0.22917,2,38
1,0.60026,10,NaN,15,1,0,0.22917,1,67
1,0.80713,10,NaN,16,1,0,0.22917,2,31
1,0.80809,8,0.22001,16,1,1,0.20833,2,54
1,0.61084,9,0.21993,17,2,1,0.20833,1,78
1,0.73358,8,0.21979,17,1,1,0.20833,2,45
1,0.67652,9,0.19993,18,1,1,0.1875,1,29
0,0.66339,9,0.19994,18,2,1,0.1875,2,29
1,0.85424,9,0.21996,19,1,1,0.20833,1,77
1,0.61303,9,0.21982,19,2,1,0.20833,1,25
1,0.58989,9,0.21992,20,2,1,0.20833,1,9
1,0.59661,9,0.1999,20,2,1,0.1875,1,19
0,0.67946,9,0.1998,21,2,1,0.1875,2,22
1,0.70825,9,0.20972,21,1,1,0.19792,1,23
1,0.57506,10,NaN,22,1,0,0.19792,2,63
0,0.67386,9,0.20986,22,2,1,0.19792,2,8
1,0.70476,8,0.21989,23,2,1,0.20833,2,45
1,0.61963,9,0.2199,23,1,1,0.20833,1,29
0,0.70246,9,0.21992,24,2,1,0.20833,2,24
1,0.68138,8,0.23,24,1,1,0.21875,2,26
1,0.57802,10,NaN,25,1,0,0.21875,2,29
1,0.77284,8,0.22979,25,2,1,0.21875,2,44
1,0.79973,8,0.21988,26,2,1,0.20833,2,55
1,0.83461,9,0.21987,26,2,1,0.20833,1,2
1,0.68151,10,NaN,27,2,0,0.20833,2,42
1,0.76018,9,0.20985,27,2,1,0.19792,1,57
1,0.65915,9,0.20996,28,1,1,0.19792,1,8
1,0.64992,10,NaN,28,2,0,0.19792,2,71
1,0.9047,9,0.19993,29,2,1,0.1875,1,15
1,0.58952,9,0.19979,29,1,1,0.1875,1,76
1,0.61037,9,0.19988,30,1,1,0.1875,1,52
1,0.63907,10,NaN,30,1,0,0.17708,2,69
0,0.85202,9,0.19004,31,2,1,0.17708,2,25
1,0.98281,8,0.19991,31,2,1,0.1875,2,4
1,0.68578,8,0.19985,32,2,1,0.1875,2,4
1,0.96458,9,0.1999,32,2,1,0.1875,1,48
0,1.1394,10,0.18994,33,2,1,0.17708,2,33
0,0.80806,8,0.19978,33,2,1,0.1875,1,80
1,0.629,8,0.20977,34,1,1,0.19792,2,68
1,0.60584,9,0.20994,34,1,1,0.19792,1,18
1,0.60465,9,0.20995,35,1,1,0.19792,1,68
1,0.81547,8,0.19988,35,2,1,0.1875,2,2
1,0.75639,8,0.20011,36,1,1,0.1875,2,6
1,0.65503,10,NaN,36,1,0,0.1875,1,74
1,0.60787,9,0.18979,37,1,1,0.17708,1,50
0,0.83674,8,0.1899,37,2,1,0.17708,1,56
1,0.50767,10,NaN,38,2,0,0.1875,1,24
1,0.73054,9,0.19996,38,2,1,0.1875,1,6
1,0.79331,9,0.19991,39,2,1,0.1875,1,35
1,0.79608,8,0.1899,39,1,1,0.17708,2,74
1,0.69696,10,NaN,40,2,0,0.17708,2,22
1,0.74971,8,0.18996,40,2,1,0.17708,2,59
1,0.87062,8,0.18986,41,1,1,0.17188,2,24
1,0.8715,8,0.18982,41,1,1,0.17188,2,48
1,0.96015,8,0.18978,42,2,1,0.17188,2,13
1,0.93906,10,NaN,42,1,0,0.16667,1,28
1,1.0099,8,0.18,43,2,1,0.16667,2,74
1,0.53678,10,NaN,43,2,0,0.16667,1,32
1,0.80155,9,0.1798,44,2,1,0.16146,1,80
0,0.8024,9,0.17982,44,1,1,0.16146,2,18
1,0.74718,10,NaN,45,2,0,0.16667,1,16
1,0.74006,10,NaN,45,2,0,0.16667,1,1
0,0.7509,9,0.17988,46,1,1,0.16667,2,23
1,0.58966,10,NaN,46,2,0,0.17188,1,52
1,0.80853,9,0.18991,47,2,1,0.17188,1,32
1,0.63129,9,0.18973,47,2,1,0.17188,1,30
1,0.71021,9,0.17993,48,1,1,0.16667,1,12
0,0.61907,9,0.17992,48,1,1,0.16667,2,2
0,0.69379,8,0.18995,49,2,1,0.17188,1,32
0,0.63872,9,0.18994,49,1,1,0.17708,2,8
1,0.6475,9,0.19992,50,2,1,0.18229,1,53
1,0.60832,10,NaN,50,1,0,0.18229,2,8
1,0.80313,8,0.19987,51,1,1,0.18229,2,45
1,0.67564,9,0.18993,51,2,1,0.17708,1,26
1,0.6709,8,0.18997,52,2,1,0.17708,2,25
1,0.67757,8,0.18992,52,2,1,0.17708,2,6
1,0.70642,8,0.18992,53,2,1,0.17188,2,25
1,0.65527,9,0.18983,53,2,1,0.17188,1,36
1,0.7462,9,0.18992,54,1,1,0.17188,1,43
1,0.67503,10,NaN,54,2,0,0.16667,1,76
1,0.78781,9,0.17988,55,2,1,0.16667,1,78
1,0.83057,8,0.17997,55,1,1,0.16667,2,27
1,0.62547,9,0.17988,56,1,1,0.16146,1,19
1,0.57038,9,0.17999,56,1,1,0.16146,1,3
0,0.71514,8,0.18003,57,2,1,0.16146,1,74
1,0.65793,10,NaN,57,2,0,0.16667,1,31
0,0.72481,9,0.17996,58,2,1,0.16667,2,53
1,0.80359,10,NaN,58,1,0,0.17188,1,29
0,0.73439,9,0.18979,59,1,1,0.17188,2,22
1,0.7112,8,0.18973,59,2,1,0.17708,2,4
1,0.88211,9,0.18999,60,2,1,0.17708,1,62
