trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
53,0.45856,1,1,1,3,1,0.4894,0.25,0.32082,0.32082,0.2394,5,3,3,1
54,0.44637,1,1,1,4,1,0.4894,0.25,0.2227,0.2227,0.2394,4,3,2,1
55,0.32791,1,1,1,4,1,0.28041,0.15,0.32082,0.32082,0.13041,2,2,3,1
56,0.89954,0,2,1,2,2,0.79938,0.4,0.43782,0.43782,0.39938,19,4,4,4
57,0.42916,1,2,2,3,1,0.4,0.83569,0.32082,0.32082,0.43569,9,4,3,4
58,0.39289,1,1,1,3,2,0.28041,0.15,0.32082,0.32082,0.13041,7,2,3,1
59,0.26856,1,1,1,3,1,0.62153,0.4,0.43782,0.43782,0.22153,18,4,4,1
60,0.28618,0,2,1,4,2,0.62153,0.4,0.2227,0.2227,0.22153,4,4,2,1
61,0.28983,1,1,1,3,2,0.63117,0.4,0.32082,0.32082,0.23117,16,4,3,1
62,0.2691,1,1,1,3,1,0.28041,0.15,0.2227,0.2227,0.13041,3,2,2,1
63,0.31912,1,1,1,3,2,0.63117,0.4,0.2227,0.2227,0.23117,12,4,2,1
64,0.89085,0,2,1,2,2,0.25,NaN,0.43782,NaN,0.52719,10,3,4,4
65,0.31847,0,1,2,1,1,0.1,NaN,0.56218,NaN,0.12172,12,2,4,1
66,0.28813,1,1,1,3,2,0.25,NaN,0.56218,NaN,0.13041,13,2,2,1
67,0.62773,1,1,1,4,2,0.73157,0.25,0.43782,0.43782,0.43569,20,4,2,4
68,0.30151,1,2,2,4,2,0.28041,0.15,0.43782,0.43782,0.23117,5,4,3,1
69,0.97709,0,2,1,2,1,0.25,NaN,0.2227,NaN,0.42987,1,2,2,4
70,1.0047,1,1,1,4,1,0.6408,0.4,0.43782,0.43782,0.13041,14,2,3,1
71,0.48647,0,2,1,4,2,0.6,NaN,0.43782,NaN,0.2394,14,3,3,1
72,0.35399,1,1,1,4,1,0.61171,0.15,0.32082,0.32082,0.2565,16,3,2,1
