correct,RT,response,sLength,mainTrial,position,respond,SOA,tGen,tImg
NaN,NaN,NaN,0.1898,1,2,1,0.17104,2,59
NaN,NaN,NaN,0.1899,1,2,1,0.17104,1,10
NaN,NaN,NaN,0.18981,1,1,1,0.17104,1,51
NaN,NaN,NaN,0.18987,2,2,1,0.17104,1,6
NaN,NaN,NaN,NaN,2,1,0,0.17104,2,4
NaN,NaN,NaN,0.18994,3,1,1,0.17104,1,9
NaN,NaN,NaN,0.18983,3,2,1,0.17104,1,67
NaN,NaN,NaN,NaN,4,2,0,0.17104,2,66
NaN,NaN,NaN,0.18987,4,1,1,0.17104,1,36
NaN,NaN,NaN,0.18992,5,2,1,0.17104,2,73
NaN,NaN,NaN,0.19002,5,2,1,0.17104,2,12
NaN,NaN,NaN,0.18992,6,1,1,0.17104,2,15
NaN,NaN,NaN,0.18991,6,1,1,0.17104,1,2
NaN,NaN,NaN,NaN,7,1,0,0.17104,2,46
NaN,NaN,NaN,0.18985,7,2,1,0.17104,1,51
NaN,NaN,NaN,0.18983,8,1,1,0.17104,1,71
NaN,NaN,NaN,0.18984,8,1,1,0.17104,1,67
NaN,NaN,NaN,NaN,9,2,0,0.17104,2,25
NaN,NaN,NaN,0.18992,9,2,1,0.17104,1,29
NaN,NaN,NaN,0.18986,10,2,1,0.17104,2,28
NaN,NaN,NaN,0.18921,10,2,1,0.17104,2,66
NaN,NaN,NaN,0.18979,11,2,1,0.17104,2,12
NaN,NaN,NaN,0.18939,11,1,1,0.17104,1,62
NaN,NaN,NaN,0.18988,12,1,1,0.17104,2,30
NaN,NaN,NaN,NaN,12,2,0,0.17104,2,65
NaN,NaN,NaN,0.18983,13,1,1,0.17104,1,44
NaN,NaN,NaN,0.18978,13,1,1,0.17104,2,28
NaN,NaN,NaN,0.18993,14,1,1,0.17104,1,49
NaN,NaN,NaN,0.18984,14,1,1,0.17104,1,68
NaN,NaN,NaN,0.18998,15,1,1,0.17104,1,21
NaN,NaN,NaN,0.18982,15,1,1,0.17104,2,8
NaN,NaN,NaN,0.18986,16,1,1,0.17104,1,66
NaN,NaN,NaN,0.19005,16,1,1,0.17104,1,20
NaN,NaN,NaN,0.18988,17,2,1,0.17104,1,6
NaN,NaN,NaN,0.1898,17,1,1,0.17104,2,20
NaN,NaN,NaN,0.18993,18,1,1,0.17104,1,27
NaN,NaN,NaN,0.18988,18,1,1,0.17104,2,50
NaN,NaN,NaN,NaN,19,1,0,0.17104,1,8
NaN,NaN,NaN,0.1899,19,1,1,0.17104,2,25
NaN,NaN,NaN,NaN,20,1,0,0.17104,1,35
NaN,NaN,NaN,NaN,20,1,0,0.17104,1,53
NaN,NaN,NaN,NaN,21,2,0,0.17104,1,45
