trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
45,0.28235,1,2,2,4,1,0.4,0.83569,0.2227,0.2227,0.43569,11,4,2,4
46,0.35,1,2,2,1,1,0.25,0.4894,0.32082,0.32082,0.2394,3,3,3,1
47,0.2877,1,2,2,3,2,0.4,0.6119,0.43782,0.43782,0.2119,2,4,4,1
48,0.27527,1,2,2,2,2,0.25,0.48085,0.32082,0.32082,0.23085,12,3,3,1
49,0.54908,1,2,2,2,1,0.15,0.59579,0.43782,0.43782,0.44579,20,2,4,4
50,0.27267,1,1,1,2,2,0.6119,0.4,0.2227,0.2227,0.2119,1,4,2,1
51,0.70833,1,2,2,2,1,0.25,0.8,0.32082,0.32082,0.55,3,3,3,4
52,0.74194,1,2,2,2,1,0.25,0.8,0.32082,0.32082,0.55,17,3,3,4
53,0.27356,0,2,1,4,1,0.6119,0.4,0.32082,0.32082,0.2119,16,4,3,1
54,0.50922,1,1,1,2,2,0.8,0.25,0.2227,0.2227,0.55,16,3,2,4
55,0.33488,1,1,1,3,2,0.81753,0.4,0.2227,0.2227,0.41753,9,4,2,4
56,0.98654,1,2,2,1,2,0.15,0.57987,0.32082,0.32082,0.42987,11,2,3,4
57,0.66225,0,2,1,1,1,0.62153,0.4,0.43782,0.43782,0.22153,6,4,4,1
58,0.31189,1,2,2,2,2,0.4,0.63117,0.2227,0.2227,0.23117,3,4,2,1
59,0.69949,1,1,1,2,1,0.81753,0.4,0.32082,0.32082,0.41753,18,4,3,4
60,0.67726,0,1,2,2,2,0.15,0.57987,0.32082,0.32082,0.42987,9,2,3,4
61,0.39278,1,1,1,4,1,0.77719,0.25,0.43782,0.43782,0.52719,4,3,4,4
62,0.25245,1,2,2,2,1,0.25,0.48085,0.43782,0.43782,0.23085,3,3,4,1
63,0.31014,0,1,2,2,1,0.15,0.27607,0.2227,0.2227,0.12607,18,2,2,1
64,0.68179,1,2,2,3,2,0.1,NaN,0.32082,NaN,0.44579,13,2,4,4
65,0.63746,1,1,1,2,2,0.62153,0.4,0.2227,0.2227,0.41753,10,4,4,4
66,0.35914,1,2,2,1,2,0.25,NaN,0.43782,NaN,0.39938,16,4,3,4
67,0.28285,1,2,2,1,2,0.25,0.5065,0.2227,0.2227,0.13041,12,2,3,1
68,0.33442,1,1,1,4,1,0.6,NaN,0.14805,NaN,0.13041,12,2,3,1
69,0.26412,1,1,1,4,1,0.4,NaN,0.43782,NaN,0.52719,2,3,4,4
70,0.77972,0,2,1,4,2,0.63117,0.4,0.32082,0.32082,0.39938,17,4,4,4
71,0.37338,1,2,2,4,1,0.15,NaN,0.2227,NaN,0.44579,10,2,4,4
72,0.31301,1,1,1,3,1,0.1,NaN,0.2227,NaN,0.41753,6,4,4,4
