trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
48,0.28355,1,1,1,3,1,0.24621,0.15,0.2227,0.2227,0.096206,4,2,2,1
49,0.27722,1,1,1,3,1,0.66763,0.4,0.2227,0.2227,0.26763,2,4,2,1
50,1.1289,1,1,1,1,2,0.6156,0.4,0.32082,0.32082,0.2156,3,4,3,4
51,0.36454,1,1,1,4,2,0.62512,0.25,0.2227,0.2227,0.37512,19,3,2,4
52,0.73416,1,2,2,3,2,0.15,0.48482,0.32082,0.32082,0.33482,13,2,3,4
53,0.66587,1,2,2,2,2,0.25,0.62512,0.43782,0.43782,0.37512,1,3,4,4
54,1.0136,0,1,2,4,1,0.4,0.57984,0.2227,0.2227,0.17984,10,4,2,4
55,1.1992,1,1,1,4,2,0.48482,0.15,0.32082,0.32082,0.33482,8,2,3,4
56,0.26676,1,1,1,2,2,0.66763,0.4,0.43782,0.43782,0.26763,14,4,4,1
57,0.26044,1,2,2,2,2,0.4,0.66763,0.32082,0.32082,0.26763,19,4,3,1
58,0.70413,1,2,2,1,2,0.25,0.62512,0.32082,0.32082,0.37512,11,3,3,4
59,0.73146,0,1,2,1,1,0.15,0.24621,0.43782,0.43782,0.096206,17,2,4,1
60,0.31741,0,2,1,2,1,0.40343,0.25,0.2227,0.2227,0.15343,12,3,2,1
61,0.51302,1,2,2,4,1,0.15,0.25583,0.43782,0.43782,0.10583,15,2,4,1
62,0.24478,0,2,1,1,1,0.64851,0.4,0.32082,0.32082,0.24851,20,4,3,1
63,0.80613,0,2,1,3,1,0.6156,0.4,0.43782,0.43782,0.2156,13,4,4,4
64,0.33006,1,1,1,2,2,0.6,NaN,0.43782,NaN,0.10583,12,2,2,1
65,0.3817,1,1,1,2,2,0.6,NaN,0.56218,NaN,0.33482,14,2,4,4
66,0.53537,1,2,2,3,1,0.15,NaN,0.2227,NaN,0.30134,17,2,2,4
67,1.011,1,1,1,2,1,0.4,NaN,0.32082,NaN,0.25137,8,4,2,4
68,0.81265,1,1,1,1,1,0.25,0.66884,0.43782,0.43782,0.30134,20,2,3,4
69,1.1603,1,1,1,1,2,0.64851,0.4,0.2227,0.2227,0.30134,1,2,4,4
70,0.93196,1,1,1,1,2,0.25,NaN,0.14805,NaN,0.26786,15,2,3,4
71,0.39763,0,2,1,2,1,0.15,NaN,0.14805,NaN,0.19179,18,3,4,1
72,1.1373,0,1,2,2,2,0.25,NaN,0.14805,NaN,0.26786,2,2,4,4
