trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
47,0.80067,1,2,2,4,1,0.4,0.54307,0.32082,0.32082,0.14307,17,4,3,4
48,0.32441,0,1,2,2,1,0.15,0.18848,0.43782,0.43782,0.038483,2,2,4,1
49,0.87005,1,2,2,4,1,0.4,0.401,0.2227,0.2227,0.001,20,4,2,4
50,0.20959,1,2,2,2,1,0.25,0.63359,0.32082,0.32082,0.38359,11,3,3,1
51,0.54933,1,1,1,3,1,0.22697,0.15,0.2227,0.2227,0.076965,11,2,2,1
52,0.25508,1,1,1,3,2,0.22697,0.15,0.32082,0.32082,0.076965,19,2,3,1
53,0.29059,1,2,2,4,2,0.25,0.63359,0.43782,0.43782,0.38359,7,3,4,1
54,0.9402,1,2,2,2,2,0.15,0.48482,0.2227,0.2227,0.33482,2,2,2,4
55,0.28795,1,2,2,4,2,0.25,0.63359,0.43782,0.43782,0.38359,13,3,4,1
56,0.25155,0,1,2,1,1,0.15,0.22697,0.32082,0.32082,0.076965,13,2,3,1
57,0.33328,1,1,1,4,2,0.55687,0.25,0.32082,0.32082,0.30687,20,3,3,1
58,0.72097,1,2,2,2,1,0.25,0.55687,0.32082,0.32082,0.30687,2,3,3,1
59,0.33254,0,2,1,2,1,0.62939,0.4,0.2227,0.2227,0.22939,10,4,2,1
60,0.51828,1,2,2,2,2,0.15,0.24621,0.32082,0.32082,0.096206,20,2,3,1
61,0.30584,1,2,2,1,1,0.4,0.66763,0.32082,0.32082,0.26763,13,4,3,1
62,1.0135,1,2,2,2,1,0.15,0.48482,0.32082,0.32082,0.33482,18,2,3,4
63,1.2231,0,1,2,1,1,0.4,0.401,0.32082,0.32082,0.001,4,4,3,4
64,0.37087,1,2,2,1,1,0.77465,0.25,0.32082,0.32082,0.096206,17,2,4,1
65,0.30049,1,2,2,1,1,0.6,NaN,0.32082,NaN,0.26763,7,4,3,1
66,0.56017,1,2,2,2,2,0.15,0.26545,0.32082,0.32082,0.30687,6,3,4,1
67,0.36382,1,2,2,4,2,0.4,0.62939,0.2227,0.2227,0.46256,2,3,4,4
68,0.28542,1,2,2,2,2,0.4,NaN,0.32082,NaN,0.26851,10,3,2,1
69,0.80114,1,1,1,2,1,0.15,NaN,0.32082,NaN,0.14407,4,4,3,4
70,0.74872,1,2,2,1,2,0.77465,0.25,0.2227,0.2227,0.46256,3,3,4,4
71,0.70246,0,2,1,3,2,0.15,0.55178,0.32082,0.32082,0.26786,20,2,4,4
72,0.65001,1,2,2,3,1,0.15,NaN,0.14805,NaN,0.37512,15,3,4,4
