correct,RT,response,sLength,mainTrial,position,respond,SOA,tGen,tImg
1,0.84433,9,0.13992,1,2,1,0.12719,1,40
0,0.66718,8,0.13986,1,1,1,0.12719,1,3
1,0.90405,10,NaN,1,1,0,0.16958,1,48
0,0.85295,9,0.17993,2,1,1,0.16958,2,11
1,0.79358,9,0.22971,2,1,1,0.21198,1,8
0,0.7465,8,0.22989,3,2,1,0.21198,1,68
1,0.46341,10,NaN,3,1,0,0.25,1,30
1,0.83617,9,0.25993,4,2,1,0.25,1,18
1,0.61694,10,NaN,4,2,0,0.25,1,52
1,0.53985,10,NaN,5,2,0,0.2076,1,29
1,0.7307,8,0.21988,5,1,1,0.2076,2,61
1,0.67949,9,0.21991,6,2,1,0.2076,1,9
0,0.67228,8,0.19986,6,1,1,0.18641,1,55
1,0.57126,10,NaN,7,1,0,0.2076,1,35
1,0.67188,8,0.21979,7,1,1,0.2076,2,29
1,0.81281,8,0.21983,8,1,1,0.2076,2,26
0,0.72357,9,0.19989,8,1,1,0.18641,2,31
1,0.59435,10,NaN,9,1,0,0.197,1,58
1,0.94323,8,0.20979,9,2,1,0.197,2,54
0,0.97808,8,0.20977,10,2,1,0.197,1,60
1,0.71886,8,0.2198,10,2,1,0.2076,2,4
0,0.79973,8,0.21986,11,2,1,0.2076,1,33
1,0.6926,8,0.22991,11,2,1,0.2182,2,66
1,0.55148,10,NaN,12,2,0,0.2182,2,73
1,0.74425,8,0.2299,12,1,1,0.2182,2,18
1,0.62113,9,0.21993,13,1,1,0.2076,1,4
1,0.5778,9,0.2198,13,1,1,0.2076,1,39
1,0.46423,10,NaN,14,2,0,0.2076,2,38
0,0.74951,8,0.20979,14,1,1,0.197,1,73
1,0.60438,9,0.21973,15,1,1,0.2076,1,62
1,0.5852,9,0.22006,15,2,1,0.2076,1,60
1,0.66604,8,0.21975,16,1,1,0.2076,2,7
1,0.59286,9,0.20987,16,2,1,0.197,1,12
1,0.77962,8,0.20985,17,1,1,0.197,2,34
1,0.68863,9,0.21,17,1,1,0.197,1,42
1,0.75346,8,0.21,18,2,1,0.19171,2,27
1,0.78812,8,0.20987,18,2,1,0.19171,2,13
1,0.74701,8,0.20975,19,1,1,0.19171,2,64
1,0.74384,9,0.19985,19,2,1,0.18641,1,28
1,0.69474,9,0.19997,20,1,1,0.18641,1,71
1,0.57747,9,0.19979,20,2,1,0.18641,1,60
1,0.60645,10,NaN,21,2,0,0.18111,1,19
1,0.6572,9,0.19997,21,2,1,0.18111,1,26
1,0.57191,10,NaN,22,2,0,0.18111,1,51
1,0.77886,8,0.18991,22,2,1,0.17581,2,28
0,0.61373,9,0.18992,23,1,1,0.17581,2,57
1,0.59651,9,0.19995,23,2,1,0.18111,1,55
1,0.73344,8,0.1999,24,2,1,0.18111,2,31
1,0.59821,9,0.19996,24,1,1,0.18111,1,34
1,0.68296,9,0.18992,25,2,1,0.17581,1,25
0,0.58585,9,0.18994,25,1,1,0.17581,2,44
1,0.6686,8,0.19981,26,1,1,0.18111,2,10
0,0.57146,9,0.19995,26,2,1,0.18111,2,24
1,0.73612,9,0.19965,27,1,1,0.18641,1,63
1,0.83513,9,0.19987,27,1,1,0.18641,1,11
1,0.676,9,0.20005,28,2,1,0.18641,1,30
0,0.80666,8,0.19989,28,2,1,0.18111,1,37
0,0.76951,9,0.19978,29,1,1,0.18641,2,54
1,0.64248,8,0.20987,29,1,1,0.19171,2,25
1,0.83933,8,0.20991,30,1,1,0.19171,2,38
1,0.48605,10,NaN,30,2,0,0.19171,2,66
1,0.67294,9,0.19992,31,2,1,0.18641,1,43
0,0.87973,8,0.19979,31,1,1,0.18641,1,67
0,0.84249,9,0.20975,32,2,1,0.19171,2,54
1,0.50749,10,NaN,32,2,0,0.197,1,52
1,0.73414,10,NaN,33,1,0,0.197,1,26
1,0.75512,8,0.21002,33,1,1,0.197,2,59
1,0.71999,10,NaN,34,2,0,0.19171,1,50
1,0.67668,9,0.20986,34,1,1,0.19171,1,70
