correct,RT,response,sLength,mainTrial,position,respond,SOA,tGen,tImg
NaN,NaN,NaN,NaN,1,2,0,0.25,1,2
NaN,NaN,NaN,0.25983,1,2,1,0.25,2,12
NaN,NaN,NaN,0.25996,1,1,1,0.25,1,31
NaN,NaN,NaN,NaN,2,1,0,0.25,2,11
NaN,NaN,NaN,0.25996,2,1,1,0.25,2,49
NaN,NaN,NaN,NaN,3,2,0,0.25,2,23
NaN,NaN,NaN,0.26002,3,1,1,0.25,1,71
NaN,NaN,NaN,0.25979,4,2,1,0.25,2,42
NaN,NaN,NaN,NaN,4,2,0,0.25,1,46
NaN,NaN,NaN,0.25999,5,1,1,0.25,2,46
NaN,NaN,NaN,0.25995,5,1,1,0.25,2,5
NaN,NaN,NaN,0.25976,6,1,1,0.25,2,9
NaN,NaN,NaN,0.25979,6,1,1,0.25,2,45
NaN,NaN,NaN,NaN,7,1,0,0.25,1,13
NaN,NaN,NaN,0.25997,7,1,1,0.25,2,7
NaN,NaN,NaN,0.25992,8,2,1,0.25,1,20
NaN,NaN,NaN,0.25965,8,2,1,0.25,2,70
NaN,NaN,NaN,NaN,9,2,0,0.25,1,9
NaN,NaN,NaN,NaN,9,1,0,0.25,2,54
NaN,NaN,NaN,0.25963,10,1,1,0.25,2,66
NaN,NaN,NaN,0.25995,10,1,1,0.25,2,7
NaN,NaN,NaN,0.2598,11,2,1,0.25,1,36
NaN,NaN,NaN,NaN,11,1,0,0.25,1,40
NaN,NaN,NaN,0.25977,12,1,1,0.25,1,65
NaN,NaN,NaN,0.25981,12,1,1,0.25,1,52
NaN,NaN,NaN,0.25998,13,1,1,0.25,1,24
NaN,NaN,NaN,0.25986,13,1,1,0.25,1,72
NaN,NaN,NaN,0.25982,14,1,1,0.25,2,41
NaN,NaN,NaN,0.25977,14,1,1,0.25,2,23
NaN,NaN,NaN,0.25989,15,1,1,0.25,1,6
NaN,NaN,NaN,NaN,15,1,0,0.25,2,14
NaN,NaN,NaN,NaN,16,2,0,0.25,1,45
NaN,NaN,NaN,0.25982,16,1,1,0.25,1,75
NaN,NaN,NaN,0.25988,17,1,1,0.25,1,73
NaN,NaN,NaN,0.26,17,1,1,0.25,1,20
NaN,NaN,NaN,NaN,18,1,0,0.25,1,27
NaN,NaN,NaN,0.25987,18,1,1,0.25,1,77
NaN,NaN,NaN,0.25982,19,2,1,0.25,2,53
NaN,NaN,NaN,0.2598,19,1,1,0.25,2,38
NaN,NaN,NaN,0.25972,20,2,1,0.25,2,24
NaN,NaN,NaN,NaN,20,2,0,0.25,2,35
NaN,NaN,NaN,0.25982,21,2,1,0.25,2,26
NaN,NaN,NaN,0.25978,21,2,1,0.25,1,25
NaN,NaN,NaN,0.25989,22,2,1,0.25,1,66
NaN,NaN,NaN,0.25988,22,2,1,0.25,1,63
NaN,NaN,NaN,0.25977,23,1,1,0.25,2,59
NaN,NaN,NaN,NaN,23,2,0,0.25,1,28
NaN,NaN,NaN,0.25988,24,1,1,0.25,2,9
NaN,NaN,NaN,0.25992,24,1,1,0.25,2,29
NaN,NaN,NaN,0.25974,25,1,1,0.25,1,41
NaN,NaN,NaN,0.25992,25,1,1,0.25,2,64
NaN,NaN,NaN,NaN,26,1,0,0.25,2,28
NaN,NaN,NaN,0.25996,26,2,1,0.25,2,56
NaN,NaN,NaN,0.25981,27,1,1,0.25,1,50
NaN,NaN,NaN,NaN,27,2,0,0.25,1,74
NaN,NaN,NaN,0.25966,28,2,1,0.25,1,56
NaN,NaN,NaN,0.25986,28,2,1,0.25,1,74
NaN,NaN,NaN,NaN,29,2,0,0.25,1,11
NaN,NaN,NaN,NaN,29,1,0,0.25,1,80
NaN,NaN,NaN,0.2598,30,2,1,0.25,1,59
NaN,NaN,NaN,0.25976,30,2,1,0.25,1,45
NaN,NaN,NaN,NaN,31,1,0,0.25,2,42
NaN,NaN,NaN,0.25986,31,1,1,0.25,2,16
NaN,NaN,NaN,0.25989,32,1,1,0.25,2,50
NaN,NaN,NaN,0.26003,32,2,1,0.25,1,77
NaN,NaN,NaN,NaN,33,1,0,0.25,1,78
NaN,NaN,NaN,0.25999,33,2,1,0.25,1,9
NaN,NaN,NaN,0.25997,34,2,1,0.25,1,29
NaN,NaN,NaN,0.25981,34,2,1,0.25,2,52
NaN,NaN,NaN,0.25982,35,1,1,0.25,1,76
NaN,NaN,NaN,0.25979,35,1,1,0.25,1,15
NaN,NaN,NaN,0.25978,36,1,1,0.25,1,68
NaN,NaN,NaN,0.25985,36,2,1,0.25,2,28
NaN,NaN,NaN,0.2627,37,2,1,0.25,2,8
NaN,NaN,NaN,0.25984,37,2,1,0.25,2,70
NaN,NaN,NaN,0.25994,38,2,1,0.25,1,41
NaN,NaN,NaN,0.25992,38,2,1,0.25,1,32
NaN,NaN,NaN,0.25977,39,1,1,0.25,2,7
NaN,NaN,NaN,0.25989,39,2,1,0.25,2,50
NaN,NaN,NaN,0.25991,40,1,1,0.25,1,1
NaN,NaN,NaN,0.25983,40,1,1,0.25,2,42
NaN,NaN,NaN,0.25968,41,2,1,0.25,1,68
NaN,NaN,NaN,0.25984,41,2,1,0.25,2,18
NaN,NaN,NaN,0.25987,42,1,1,0.25,1,65
NaN,NaN,NaN,0.25991,42,1,1,0.25,1,11
NaN,NaN,NaN,0.25981,43,2,1,0.25,2,1
NaN,NaN,NaN,NaN,43,2,0,0.25,1,36
NaN,NaN,NaN,0.25978,44,1,1,0.25,1,20
NaN,NaN,NaN,0.25994,44,2,1,0.25,1,60
NaN,NaN,NaN,0.25978,45,1,1,0.25,1,74
NaN,NaN,NaN,0.25996,45,2,1,0.25,1,76
NaN,NaN,NaN,0.25961,46,2,1,0.25,1,79
NaN,NaN,NaN,0.25983,46,2,1,0.25,1,29
NaN,NaN,NaN,NaN,47,1,0,0.25,2,26
NaN,NaN,NaN,0.25995,47,2,1,0.25,1,12
NaN,NaN,NaN,0.25999,48,2,1,0.25,2,26
NaN,NaN,NaN,0.26003,48,1,1,0.25,2,4
NaN,NaN,NaN,NaN,49,1,0,0.25,1,58
NaN,NaN,NaN,0.25978,49,1,1,0.25,2,42
NaN,NaN,NaN,0.25969,50,1,1,0.25,1,32
NaN,NaN,NaN,0.26017,50,1,1,0.25,1,12
NaN,NaN,NaN,0.25971,51,1,1,0.25,1,34
NaN,NaN,NaN,0.2598,51,1,1,0.25,1,50
NaN,NaN,NaN,0.25993,52,2,1,0.25,2,20
NaN,NaN,NaN,0.25998,52,2,1,0.25,1,59
NaN,NaN,NaN,0.25982,53,2,1,0.25,1,45
NaN,NaN,NaN,0.25991,53,2,1,0.25,2,29
NaN,NaN,NaN,0.25991,54,2,1,0.25,1,34
NaN,NaN,NaN,0.25982,54,1,1,0.25,1,21
NaN,NaN,NaN,0.26002,55,2,1,0.25,2,38
NaN,NaN,NaN,0.25986,55,1,1,0.25,2,54
NaN,NaN,NaN,0.25972,56,2,1,0.25,2,60
NaN,NaN,NaN,NaN,56,2,0,0.25,2,60
NaN,NaN,NaN,0.25993,57,1,1,0.25,2,58
NaN,NaN,NaN,NaN,57,1,0,0.25,1,46
NaN,NaN,NaN,0.25986,58,1,1,0.25,1,19
NaN,NaN,NaN,0.25973,58,2,1,0.25,1,19
NaN,NaN,NaN,0.25981,59,1,1,0.25,1,9
NaN,NaN,NaN,0.25972,59,2,1,0.25,1,8
NaN,NaN,NaN,0.25979,60,2,1,0.25,2,64
NaN,NaN,NaN,0.26922,60,1,1,0.25,1,9
NaN,NaN,NaN,NaN,61,1,0,0.25,2,21
NaN,NaN,NaN,0.25996,61,2,1,0.25,1,40
NaN,NaN,NaN,0.25992,62,2,1,0.25,2,27
NaN,NaN,NaN,NaN,62,1,0,0.25,1,39
NaN,NaN,NaN,0.25988,63,1,1,0.25,1,78
NaN,NaN,NaN,0.25975,63,2,1,0.25,1,72
NaN,NaN,NaN,0.26008,64,2,1,0.25,1,77
NaN,NaN,NaN,0.2599,64,1,1,0.25,2,47
NaN,NaN,NaN,0.26918,65,2,1,0.25,2,50
NaN,NaN,NaN,0.25991,65,2,1,0.25,1,12
NaN,NaN,NaN,NaN,66,1,0,0.25,1,5
NaN,NaN,NaN,0.25982,66,1,1,0.25,1,24
NaN,NaN,NaN,0.25964,67,1,1,0.25,2,37
NaN,NaN,NaN,0.25975,67,1,1,0.25,2,70
NaN,NaN,NaN,0.25996,68,2,1,0.25,1,62
NaN,NaN,NaN,0.25978,68,1,1,0.25,2,7
NaN,NaN,NaN,0.25973,69,2,1,0.25,2,33
NaN,NaN,NaN,NaN,69,2,0,0.25,1,18
NaN,NaN,NaN,0.25981,70,1,1,0.25,1,9
NaN,NaN,NaN,0.25968,70,2,1,0.25,2,20
NaN,NaN,NaN,0.25981,71,2,1,0.25,2,23
NaN,NaN,NaN,0.26901,71,2,1,0.25,2,3
NaN,NaN,NaN,0.25975,72,1,1,0.25,1,23
NaN,NaN,NaN,NaN,72,2,0,0.25,1,68
