correct,RT,response,sLength,mainTrial,position,respond,SOA,tGen,tImg
NaN,NaN,NaN,0.26006,NaN,1,1,0.25,1,50
NaN,NaN,NaN,0.25985,NaN,2,1,0.25,2,24
NaN,NaN,NaN,NaN,NaN,2,0,0.25,1,32
NaN,NaN,NaN,NaN,NaN,1,0,0.25,1,32
NaN,NaN,NaN,0.25987,NaN,2,1,0.25,1,54
NaN,NaN,NaN,0.25991,NaN,1,1,0.25,2,61
NaN,NaN,NaN,0.25984,NaN,2,1,0.25,2,15
NaN,NaN,NaN,NaN,NaN,1,0,0.25,2,22
NaN,NaN,NaN,NaN,NaN,2,0,0.25,2,63
NaN,NaN,NaN,0.25981,NaN,2,1,0.25,2,28
NaN,NaN,NaN,0.25975,NaN,2,1,0.25,1,81
NaN,NaN,NaN,NaN,NaN,1,0,0.25,1,40
NaN,NaN,NaN,0.25984,NaN,1,1,0.25,1,38
NaN,NaN,NaN,0.25986,NaN,1,1,0.25,2,28
NaN,NaN,NaN,NaN,NaN,2,0,0.25,1,9
NaN,NaN,NaN,0.25989,NaN,1,1,0.25,1,39
NaN,NaN,NaN,NaN,NaN,1,0,0.25,2,27
NaN,NaN,NaN,0.25976,NaN,2,1,0.25,1,15
NaN,NaN,NaN,0.25973,NaN,1,1,0.25,1,49
NaN,NaN,NaN,0.25979,NaN,1,1,0.25,1,70
NaN,NaN,NaN,0.25996,NaN,1,1,0.25,1,74
NaN,NaN,NaN,NaN,NaN,1,0,0.25,1,6
NaN,NaN,NaN,0.2598,NaN,1,1,0.25,2,2
NaN,NaN,NaN,0.25981,NaN,1,1,0.25,1,66
NaN,NaN,NaN,0.25995,NaN,1,1,0.25,1,53
NaN,NaN,NaN,0.25973,NaN,2,1,0.25,1,35
NaN,NaN,NaN,0.25995,NaN,2,1,0.25,1,61
NaN,NaN,NaN,0.2598,NaN,2,1,0.25,1,73
NaN,NaN,NaN,0.25978,NaN,2,1,0.25,2,74
NaN,NaN,NaN,0.25994,NaN,2,1,0.25,2,40
NaN,NaN,NaN,NaN,NaN,2,0,0.25,2,68
NaN,NaN,NaN,0.25985,NaN,2,1,0.25,1,70
NaN,NaN,NaN,0.25968,NaN,2,1,0.25,2,10
NaN,NaN,NaN,0.25983,NaN,2,1,0.25,1,9
NaN,NaN,NaN,0.25991,NaN,2,1,0.25,2,17
NaN,NaN,NaN,0.25988,NaN,2,1,0.25,1,29
NaN,NaN,NaN,0.25991,NaN,2,1,0.25,1,66
NaN,NaN,NaN,0.25988,NaN,1,1,0.25,2,65
NaN,NaN,NaN,0.25987,NaN,1,1,0.25,1,77
NaN,NaN,NaN,0.25974,NaN,2,1,0.25,2,33
NaN,NaN,NaN,NaN,NaN,2,0,0.25,1,31
NaN,NaN,NaN,0.25968,NaN,1,1,0.25,1,49
