correct,RT,response,sLength,mainTrial,position,respond,SOA,tGen,tImg
0,0.68972,8,0.16985,1,1,1,0.15314,1,73
1,0.74855,8,0.21982,1,2,1,0.20419,2,30
1,0.89727,8,0.21987,1,1,1,0.20419,2,45
1,0.76812,8,0.2198,2,2,1,0.20419,2,56
0,0.81101,8,0.16995,2,2,1,0.15314,1,16
1,0.95578,8,0.18987,3,1,1,0.17866,2,70
1,0.96851,8,0.18976,3,1,1,0.17866,2,6
1,0.6256,10,NaN,4,1,0,0.17866,1,2
1,0.75433,10,NaN,4,1,0,0.15314,2,37
1,0.84916,9,0.16989,5,2,1,0.15314,1,75
1,0.53397,10,NaN,5,2,0,0.15314,1,57
1,0.80883,9,0.14989,6,2,1,0.14038,1,33
1,0.67946,8,0.15983,6,2,1,0.14038,2,15
1,0.58051,9,0.15982,7,1,1,0.14038,1,53
0,0.74738,8,0.14001,7,2,1,0.12762,1,18
1,0.67611,8,0.14989,8,2,1,0.14038,2,48
1,0.6229,9,0.1599,8,1,1,0.14038,1,8
1,0.68586,8,0.14993,9,2,1,0.14038,2,32
0,0.62455,9,0.13996,9,1,1,0.12762,2,44
1,0.76952,8,0.15995,10,2,1,0.14038,2,22
1,0.7843,8,0.15002,10,1,1,0.14038,2,63
1,0.53911,10,NaN,11,1,0,0.14038,1,65
1,0.60588,9,0.13978,11,1,1,0.12762,1,42
1,0.6008,9,0.13989,12,1,1,0.12762,1,66
1,0.40964,10,NaN,12,2,0,0.12762,2,22
1,0.65451,9,0.13995,13,1,1,0.12124,1,65
1,0.55513,9,0.13983,13,2,1,0.12124,1,38
1,0.88794,8,0.1399,14,2,1,0.12124,2,66
1,0.5788,9,0.12991,14,1,1,0.11486,1,59
1,0.56374,10,NaN,15,1,0,0.11486,2,70
1,0.55251,9,0.12989,15,1,1,0.11486,1,19
1,0.92531,9,0.1199,16,2,1,0.10848,1,9
1,0.69222,8,0.12061,16,2,1,0.10848,2,63
1,0.4911,10,NaN,17,2,0,0.10848,2,36
1,0.6979,9,0.11996,17,1,1,0.10209,1,1
1,0.53075,10,NaN,18,1,0,0.10209,1,58
1,0.74948,8,0.11993,18,1,1,0.10209,2,9
1,0.96629,9,0.10985,19,2,1,0.095713,1,5
1,0.44714,10,NaN,19,2,0,0.095713,2,6
1,0.95807,8,0.10997,20,1,1,0.095713,2,9
1,0.53093,9,0.099992,20,1,1,0.089332,1,50
0,0.5237,9,0.10008,21,1,1,0.089332,2,57
1,0.84248,9,0.10987,21,1,1,0.095713,1,9
1,0.79131,9,0.10994,22,2,1,0.095713,1,51
1,0.5621,10,NaN,22,1,0,0.095713,2,69
1,0.69102,10,NaN,23,2,0,0.089332,1,50
1,0.49778,10,NaN,23,2,0,0.089332,1,30
1,0.77474,9,0.099946,24,2,1,0.089332,1,68
1,0.6275,9,0.099981,24,1,1,0.082952,1,39
1,0.83826,9,0.09987,25,2,1,0.082952,1,23
0,0.82719,9,0.10004,25,1,1,0.082952,2,16
1,0.56604,9,0.099953,26,1,1,0.089332,1,54
1,0.54277,10,NaN,26,2,0,0.089332,2,55
1,0.56959,9,0.10001,27,1,1,0.089332,1,12
1,0.62826,10,NaN,27,1,0,0.082952,2,69
0,0.73723,9,0.099828,28,1,1,0.082952,2,60
1,0.59599,9,0.099828,28,1,1,0.089332,1,52
0,1.075,8,0.099908,29,2,1,0.089332,1,19
