correct,RT,response,sLength,mainTrial,position,respond,SOA,tGen,tImg
NaN,NaN,NaN,0.25983,1,1,1,0.25,1,16
NaN,NaN,NaN,0.25989,1,1,1,0.25,1,56
NaN,NaN,NaN,NaN,1,2,0,0.25,2,75
NaN,NaN,NaN,0.25991,2,2,1,0.25,1,73
NaN,NaN,NaN,0.25975,2,1,1,0.25,1,40
NaN,NaN,NaN,0.25993,3,1,1,0.25,2,45
NaN,NaN,NaN,0.2598,3,2,1,0.25,1,30
NaN,NaN,NaN,NaN,4,2,0,0.25,2,3
NaN,NaN,NaN,0.25983,4,1,1,0.25,1,34
NaN,NaN,NaN,NaN,5,2,0,0.25,1,9
NaN,NaN,NaN,0.25992,5,2,1,0.25,2,51
NaN,NaN,NaN,0.25986,6,2,1,0.25,2,60
NaN,NaN,NaN,NaN,6,2,0,0.25,1,44
NaN,NaN,NaN,NaN,7,1,0,0.25,2,31
NaN,NaN,NaN,0.25986,7,1,1,0.25,2,5
NaN,NaN,NaN,0.26008,8,2,1,0.25,2,74
NaN,NaN,NaN,0.25977,8,2,1,0.25,1,41
NaN,NaN,NaN,0.25999,9,2,1,0.25,1,27
NaN,NaN,NaN,0.25991,9,2,1,0.25,2,31
NaN,NaN,NaN,0.25989,10,2,1,0.25,1,12
NaN,NaN,NaN,0.2598,10,1,1,0.25,1,24
NaN,NaN,NaN,0.25995,11,2,1,0.25,1,75
NaN,NaN,NaN,0.25963,11,1,1,0.25,2,29
NaN,NaN,NaN,0.25997,12,2,1,0.25,2,56
NaN,NaN,NaN,0.25989,12,2,1,0.25,1,29
NaN,NaN,NaN,NaN,13,1,0,0.25,2,4
NaN,NaN,NaN,NaN,13,2,0,0.25,1,79
NaN,NaN,NaN,0.2596,14,2,1,0.25,2,68
NaN,NaN,NaN,0.2599,14,2,1,0.25,2,48
NaN,NaN,NaN,0.25986,15,1,1,0.25,2,52
NaN,NaN,NaN,0.25977,15,2,1,0.25,1,1
NaN,NaN,NaN,0.25989,16,1,1,0.25,2,36
NaN,NaN,NaN,0.25983,16,2,1,0.25,2,5
NaN,NaN,NaN,0.25989,17,1,1,0.25,2,34
NaN,NaN,NaN,NaN,17,1,0,0.25,1,76
NaN,NaN,NaN,0.25977,18,1,1,0.25,1,20
NaN,NaN,NaN,NaN,18,2,0,0.25,2,61
NaN,NaN,NaN,0.25979,19,1,1,0.25,2,71
NaN,NaN,NaN,NaN,19,1,0,0.25,2,34
NaN,NaN,NaN,0.25989,20,2,1,0.25,1,67
NaN,NaN,NaN,NaN,20,2,0,0.25,1,9
NaN,NaN,NaN,NaN,21,1,0,0.25,1,80
NaN,NaN,NaN,0.25991,21,1,1,0.25,2,37
NaN,NaN,NaN,NaN,22,2,0,0.25,1,10
NaN,NaN,NaN,0.25992,22,1,1,0.25,2,69
NaN,NaN,NaN,0.25999,23,1,1,0.25,2,49
NaN,NaN,NaN,0.25981,23,1,1,0.25,1,70
NaN,NaN,NaN,NaN,24,1,0,0.25,1,1
NaN,NaN,NaN,NaN,24,1,0,0.25,2,31
NaN,NaN,NaN,0.25997,25,1,1,0.25,2,75
NaN,NaN,NaN,0.2598,25,2,1,0.25,2,31
NaN,NaN,NaN,0.25986,26,2,1,0.25,2,54
NaN,NaN,NaN,NaN,26,2,0,0.25,1,20
NaN,NaN,NaN,0.25993,27,2,1,0.25,1,49
NaN,NaN,NaN,0.25983,27,1,1,0.25,2,32
NaN,NaN,NaN,0.25979,28,2,1,0.25,1,52
NaN,NaN,NaN,NaN,28,1,0,0.25,1,19
NaN,NaN,NaN,0.25981,29,2,1,0.25,1,41
NaN,NaN,NaN,0.25981,29,2,1,0.25,1,73
NaN,NaN,NaN,0.25989,30,1,1,0.25,1,5
NaN,NaN,NaN,0.25994,30,1,1,0.25,1,78
NaN,NaN,NaN,0.25983,31,2,1,0.25,1,75
NaN,NaN,NaN,0.25982,31,2,1,0.25,2,50
NaN,NaN,NaN,0.25987,32,1,1,0.25,1,57
