correct,RT,response,sLength,mainTrial,position,respond,SOA,tGen,tImg
1,0.6371,10,NaN,1,2,0,0.25,1,43
1,0.70396,8,0.25988,1,1,1,0.25,2,4
1,0.55491,10,NaN,1,1,0,0.25,1,60
1,0.62975,9,0.17992,2,2,1,0.16667,1,41
0,0.65646,8,0.17993,2,1,1,0.16667,1,64
1,0.54091,9,0.26939,3,2,1,0.25,1,16
0,0.86406,8,0.25981,3,2,1,0.25,1,86
1,0.65497,8,0.25995,4,2,1,0.25,2,67
1,0.70178,9,0.25985,4,2,1,0.25,1,81
1,0.61058,10,NaN,5,2,0,0.25,1,33
1,0.7514,8,0.21988,5,1,1,0.20833,2,36
0,0.97406,8,0.21962,6,2,1,0.20833,1,74
1,0.65304,8,0.25979,6,2,1,0.25,2,49
1,0.65982,8,0.25979,7,1,1,0.25,2,53
1,0.73279,8,0.25987,7,1,1,0.25,2,36
1,0.54962,9,0.23986,8,2,1,0.22917,1,60
1,0.5324,10,NaN,8,2,0,0.22917,2,14
1,0.81729,8,0.23997,9,1,1,0.22917,2,57
1,0.72212,8,0.21983,9,1,1,0.20833,2,69
1,0.53492,10,NaN,10,1,0,0.20833,1,70
1,0.90161,8,0.21978,10,2,1,0.20833,2,17
1,0.66848,9,0.19988,11,1,1,0.1875,1,18
0,0.70535,8,0.19999,11,1,1,0.1875,1,61
0,0.82215,8,0.21985,12,2,1,0.20833,1,60
1,0.73104,8,0.23978,12,1,1,0.22917,2,78
1,0.58991,9,0.23997,13,2,1,0.22917,1,9
1,0.72664,8,0.23984,13,2,1,0.22917,2,69
1,0.62749,9,0.21991,14,2,1,0.20833,1,45
0,0.57041,9,0.21994,14,1,1,0.20833,2,19
1,0.53127,10,NaN,15,2,0,0.22917,1,49
1,0.6319,9,0.23976,15,1,1,0.22917,1,69
1,0.65279,9,0.23982,16,1,1,0.22917,1,35
1,0.6457,9,0.22991,16,2,1,0.21875,1,61
1,0.67846,9,0.22974,17,2,1,0.21875,1,64
1,0.63331,8,0.22974,17,1,1,0.21875,2,21
1,0.82013,8,0.21976,18,1,1,0.20833,2,24
1,0.78878,8,0.21983,18,2,1,0.20833,2,40
1,0.74989,9,0.22008,19,1,1,0.20833,1,39
1,0.67663,8,0.20978,19,2,1,0.19792,2,39
1,0.56558,9,0.20982,20,1,1,0.19792,1,43
0,0.69227,9,0.20979,20,1,1,0.19792,2,70
1,0.61111,9,0.21976,21,2,1,0.20833,1,64
0,0.69192,9,0.2198,21,2,1,0.20833,2,75
0,0.7068,9,0.22992,22,2,1,0.21875,2,41
1,0.79557,9,0.23991,22,2,1,0.22917,1,70
1,0.68056,9,0.23999,23,1,1,0.22917,1,59
1,0.48527,10,NaN,23,1,0,0.22917,2,30
0,0.77804,8,0.22987,24,2,1,0.21875,1,7
1,0.61485,10,NaN,24,2,0,0.22917,2,41
1,0.73365,9,0.23977,25,2,1,0.22917,1,50
1,0.79243,8,0.23978,25,1,1,0.22917,2,10
1,0.72134,10,NaN,26,1,0,0.21875,2,44
1,0.78612,8,0.22988,26,2,1,0.21875,2,42
1,0.75507,9,0.22986,27,1,1,0.21875,1,39
1,0.60383,9,0.21988,27,2,1,0.20833,1,38
1,0.66257,9,0.2197,28,1,1,0.20833,1,86
1,0.82152,9,0.21987,28,2,1,0.20833,1,2
1,0.64234,9,0.20987,29,1,1,0.19792,1,27
1,0.69919,8,0.20996,29,2,1,0.19792,2,64
1,0.71998,9,0.20979,30,2,1,0.19792,1,63
1,0.63472,9,0.19983,30,1,1,0.1875,1,60
1,0.70081,8,0.19913,31,2,1,0.1875,2,67
