correct,RT,response,sLength,mainTrial,position,respond,SOA,tGen,tImg
1,0.69205,8,0.18991,1,1,1,0.17837,2,63
1,0.6789,9,0.18992,1,1,1,0.17837,1,77
1,0.67161,8,0.18986,1,1,1,0.17837,2,48
1,0.62458,8,0.13005,2,1,1,0.11891,2,63
NaN,NaN,NaN,0.1301,2,2,1,0.11891,2,53
NaN,NaN,NaN,0.13001,3,2,1,0.11891,2,31
1,0.7051,8,0.13011,3,1,1,0.11891,2,41
1,0.82186,8,0.12998,4,2,1,0.11891,2,4
0,0.68659,8,0.069825,4,2,1,0.059456,1,34
1,0.74147,8,0.13001,5,2,1,0.11891,2,46
1,0.85818,10,NaN,5,2,0,0.11891,1,56
NaN,NaN,NaN,0.12989,6,1,1,0.11891,1,25
0,0.71184,8,0.12988,6,1,1,0.11891,1,51
1,0.86871,8,0.1599,7,2,1,0.14864,2,40
1,0.71356,8,0.16002,7,2,1,0.14864,2,35
0,0.83238,9,0.1599,8,1,1,0.14864,2,57
0,0.80527,8,0.18994,8,1,1,0.17837,1,76
1,0.74003,8,0.21984,9,1,1,0.20809,2,6
1,0.63492,10,NaN,9,2,0,0.20809,1,39
1,0.73171,8,0.21983,10,1,1,0.20809,2,71
1,0.6085,9,0.18982,10,1,1,0.17837,1,35
1,0.75946,8,0.19002,11,2,1,0.17837,2,51
1,0.67217,9,0.18999,11,1,1,0.17837,1,16
1,0.80101,9,0.15991,12,1,1,0.14864,1,78
1,0.66383,8,0.15995,12,1,1,0.14864,2,4
0,0.75467,9,0.15983,13,1,1,0.14864,2,20
1,0.66952,10,NaN,13,2,0,0.17837,1,76
0,0.79044,8,0.18988,14,2,1,0.17837,1,45
0,0.90713,9,0.20989,14,2,1,0.19323,2,52
1,0.62995,10,NaN,15,2,0,0.20809,2,20
1,0.67492,8,0.21987,15,2,1,0.20809,2,3
1,0.68751,9,0.21978,16,1,1,0.20809,1,33
1,0.58837,9,0.2097,16,2,1,0.19323,1,71
0,0.76531,8,0.20993,17,1,1,0.19323,1,29
1,0.59418,10,NaN,17,2,0,0.20809,2,65
0,0.73501,9,0.22012,18,1,1,0.20809,2,45
1,0.63779,9,0.23991,18,2,1,0.22296,1,44
1,0.6406,8,0.23983,19,1,1,0.22296,2,14
1,0.55552,8,0.24055,19,2,1,0.22296,2,31
1,0.69421,9,0.21975,20,1,1,0.20809,1,72
1,0.59908,9,0.21984,20,1,1,0.20809,1,28
1,0.7778,8,0.21973,21,2,1,0.20809,2,26
1,0.79873,8,0.20988,21,2,1,0.19323,2,33
1,0.67352,9,0.20976,22,1,1,0.19323,1,69
1,0.67841,8,0.20985,22,2,1,0.19323,2,26
1,0.69129,9,0.18994,23,2,1,0.17837,1,38
1,0.62212,8,0.18993,23,2,1,0.17837,2,28
1,0.78636,8,0.18983,24,1,1,0.17837,2,65
1,0.67176,8,0.18058,24,1,1,0.1635,2,55
0,0.82449,9,0.17981,25,2,1,0.1635,2,26
1,0.6574,9,0.18991,25,2,1,0.17837,1,61
