correct,RT,response,sLength,mainTrial,position,respond,SOA,tGen,tImg
NaN,NaN,NaN,0.25989,1,2,1,0.25,2,4
NaN,NaN,NaN,0.25983,1,2,1,0.25,2,28
NaN,NaN,NaN,0.25987,1,1,1,0.25,1,50
NaN,NaN,NaN,0.2599,2,2,1,0.25,1,18
NaN,NaN,NaN,NaN,2,2,0,0.25,1,66
NaN,NaN,NaN,NaN,3,1,0,0.25,2,26
NaN,NaN,NaN,0.25998,3,2,1,0.25,2,32
NaN,NaN,NaN,0.2599,4,2,1,0.25,1,53
NaN,NaN,NaN,0.25986,4,2,1,0.25,1,51
NaN,NaN,NaN,0.25986,5,1,1,0.25,2,31
NaN,NaN,NaN,0.25988,5,2,1,0.25,2,71
NaN,NaN,NaN,0.25998,6,1,1,0.25,2,44
NaN,NaN,NaN,0.25995,6,1,1,0.25,1,19
NaN,NaN,NaN,0.25973,7,1,1,0.25,2,20
NaN,NaN,NaN,0.25978,7,2,1,0.25,1,40
NaN,NaN,NaN,0.25999,8,1,1,0.25,2,73
NaN,NaN,NaN,0.25988,8,1,1,0.25,2,66
NaN,NaN,NaN,0.25989,9,2,1,0.25,1,37
NaN,NaN,NaN,0.25964,9,2,1,0.25,1,74
NaN,NaN,NaN,0.25993,10,2,1,0.25,1,51
NaN,NaN,NaN,0.2599,10,1,1,0.25,2,32
NaN,NaN,NaN,0.25987,11,2,1,0.25,1,51
NaN,NaN,NaN,NaN,11,2,0,0.25,2,28
NaN,NaN,NaN,0.25983,12,2,1,0.25,2,71
NaN,NaN,NaN,NaN,12,1,0,0.25,2,36
NaN,NaN,NaN,0.25991,13,1,1,0.25,2,53
NaN,NaN,NaN,0.26079,13,1,1,0.25,2,11
NaN,NaN,NaN,0.25987,14,1,1,0.25,1,71
NaN,NaN,NaN,0.25992,14,2,1,0.25,1,66
NaN,NaN,NaN,0.25984,15,1,1,0.25,2,75
NaN,NaN,NaN,0.25989,15,1,1,0.25,2,62
NaN,NaN,NaN,0.26003,16,1,1,0.25,2,9
NaN,NaN,NaN,0.25986,16,2,1,0.25,1,18
NaN,NaN,NaN,0.25982,17,1,1,0.25,2,55
NaN,NaN,NaN,NaN,17,2,0,0.25,1,78
NaN,NaN,NaN,0.25987,18,1,1,0.25,2,51
NaN,NaN,NaN,0.26,18,1,1,0.25,2,50
NaN,NaN,NaN,0.25989,19,1,1,0.25,2,46
NaN,NaN,NaN,NaN,19,1,0,0.25,2,12
NaN,NaN,NaN,0.25981,20,1,1,0.25,2,59
NaN,NaN,NaN,0.2599,20,1,1,0.25,2,61
NaN,NaN,NaN,0.25973,21,1,1,0.25,1,51
NaN,NaN,NaN,0.25983,21,2,1,0.25,1,23
NaN,NaN,NaN,0.25995,22,2,1,0.25,2,3
NaN,NaN,NaN,0.25981,22,2,1,0.25,1,58
NaN,NaN,NaN,NaN,23,1,0,0.25,2,16
NaN,NaN,NaN,0.25972,23,2,1,0.25,1,79
NaN,NaN,NaN,0.25975,24,1,1,0.25,2,55
NaN,NaN,NaN,NaN,24,2,0,0.25,1,36
NaN,NaN,NaN,NaN,25,1,0,0.25,1,24
NaN,NaN,NaN,0.25995,25,1,1,0.25,2,6
NaN,NaN,NaN,0.25979,26,1,1,0.25,1,64
NaN,NaN,NaN,NaN,26,2,0,0.25,1,10
NaN,NaN,NaN,0.26949,27,2,1,0.25,2,22
NaN,NaN,NaN,0.25993,27,2,1,0.25,1,35
NaN,NaN,NaN,0.26001,28,2,1,0.25,1,22
NaN,NaN,NaN,0.25988,28,2,1,0.25,2,74
NaN,NaN,NaN,NaN,29,2,0,0.25,1,37
NaN,NaN,NaN,NaN,29,2,0,0.25,1,1
NaN,NaN,NaN,0.25983,30,2,1,0.25,1,59
NaN,NaN,NaN,NaN,30,2,0,0.25,2,76
NaN,NaN,NaN,0.25974,31,2,1,0.25,2,7
NaN,NaN,NaN,NaN,31,2,0,0.25,1,59
NaN,NaN,NaN,0.25995,32,1,1,0.25,2,49
NaN,NaN,NaN,0.25995,32,1,1,0.25,1,48
NaN,NaN,NaN,NaN,33,2,0,0.25,2,49
NaN,NaN,NaN,NaN,33,2,0,0.25,1,66
NaN,NaN,NaN,0.25986,34,2,1,0.25,2,48
NaN,NaN,NaN,0.25994,34,2,1,0.25,1,47
NaN,NaN,NaN,NaN,35,1,0,0.25,1,56
NaN,NaN,NaN,0.25997,35,1,1,0.25,1,53
