correct,RT,response,sLength,mainTrial,position,respond,SOA,tGen,tImg
0,0.67419,8,0.25966,1,2,1,0.25,1,61
1,0.60675,9,0.25943,1,1,1,0.25,1,28
1,1.0397,8,0.25972,1,1,1,0.25,2,49
NaN,NaN,NaN,0.25983,2,1,1,0.25,1,51
1,0.76545,8,0.2598,2,1,1,0.25,2,74
1,0.95434,8,0.17986,3,2,1,0.16667,2,50
1,0.71302,8,0.17966,3,2,1,0.16667,2,75
0,0.97603,8,0.17995,4,2,1,0.16667,1,56
1,0.7549,8,0.21985,4,2,1,0.20833,2,6
1,0.79775,9,0.21992,5,1,1,0.20833,1,4
1,0.79655,8,0.21988,5,2,1,0.20833,2,76
1,0.84334,10,NaN,6,1,0,0.16667,2,64
1,0.75821,10,NaN,6,1,0,0.16667,2,65
0,0.88702,8,0.17989,7,2,1,0.16667,1,49
1,0.66376,9,0.19983,7,1,1,0.1875,1,12
1,0.6987,10,NaN,8,2,0,0.1875,2,18
1,0.6655,8,0.19995,8,2,1,0.1875,2,17
1,0.67643,10,NaN,9,2,0,0.16667,2,32
1,0.7012,9,0.17994,9,2,1,0.16667,1,23
1,0.84007,8,0.17993,10,2,1,0.16667,2,67
1,0.72082,8,0.15985,10,2,1,0.14583,2,56
1,0.96756,8,0.15988,11,2,1,0.14583,2,76
1,0.78239,9,0.15979,11,1,1,0.14583,1,70
1,0.71319,9,0.13979,12,1,1,0.125,1,44
1,0.59007,9,0.1399,12,1,1,0.125,1,14
0,0.93494,8,0.13992,13,2,1,0.125,1,46
1,0.69989,8,0.15999,13,1,1,0.14583,2,51
1,0.65241,10,NaN,14,2,0,0.14583,2,66
1,0.66138,9,0.16,14,1,1,0.14583,1,47
1,0.67022,9,0.13982,15,1,1,0.125,1,24
1,0.69113,8,0.13998,15,2,1,0.125,2,62
1,0.85792,10,NaN,16,2,0,0.125,2,12
0,0.74678,8,0.12987,16,2,1,0.11458,1,75
1,0.51561,10,NaN,17,1,0,0.125,2,11
0,0.68236,9,0.13974,17,1,1,0.125,2,22
1,0.59124,10,NaN,18,1,0,0.13542,2,23
1,0.71603,8,0.15046,18,2,1,0.13542,2,59
1,0.633,9,0.15008,19,1,1,0.13542,1,62
1,0.68372,8,0.13986,19,1,1,0.125,2,64
NaN,NaN,NaN,0.13984,20,1,1,0.125,2,5
1,0.59131,9,0.13983,20,1,1,0.125,1,3
0,0.86815,8,0.13981,21,2,1,0.125,1,36
1,0.64297,9,0.15038,21,2,1,0.13542,1,26
1,0.76186,9,0.14991,22,1,1,0.13542,1,48
1,1.0227,8,0.14989,22,2,1,0.13542,2,25
1,0.72962,8,0.13998,23,1,1,0.125,2,33
1,0.51426,9,0.13987,23,2,1,0.125,1,17
1,0.87692,9,0.13969,24,2,1,0.125,1,5
1,0.62588,10,NaN,24,1,0,0.11458,1,76
1,0.61882,9,0.12993,25,1,1,0.11458,1,10
1,0.70964,10,NaN,25,1,0,0.11458,1,78
1,0.85043,8,0.11978,26,1,1,0.10417,2,42
1,0.66738,9,0.12006,26,2,1,0.10417,1,2
1,0.69614,9,0.11987,27,2,1,0.10417,1,52
1,0.58498,8,0.11004,27,2,1,0.09375,2,10
0,0.76979,9,0.10993,28,1,1,0.09375,2,11
1,0.60266,9,0.12008,28,1,1,0.10417,1,25
NaN,NaN,NaN,NaN,29,1,0,0.10417,2,48
0,0.55226,9,0.11995,29,1,1,0.10417,2,31
0,0.68501,8,0.12981,30,2,1,0.11458,1,40
0,0.9779,8,0.14008,30,2,1,0.125,1,37
1,0.58077,9,0.14991,31,2,1,0.13542,1,75
1,0.8616,8,0.14993,31,1,1,0.13542,2,41
0,0.91627,8,0.1498,32,2,1,0.13542,1,24
1,0.67123,10,NaN,32,2,0,0.14583,2,11
1,0.56409,10,NaN,33,2,0,0.14583,1,75
1,0.74286,8,0.15979,33,1,1,0.14583,2,60
1,0.79159,8,0.14984,34,2,1,0.13542,2,27
1,0.64651,9,0.14993,34,2,1,0.13542,1,4
1,0.70553,8,0.15,35,2,1,0.13542,2,66
1,0.70798,8,0.13953,35,1,1,0.125,2,6
1,0.80296,9,0.13978,36,2,1,0.125,1,11
1,0.56375,9,0.13981,36,1,1,0.125,1,61
1,0.61675,8,0.13001,37,2,1,0.11458,2,15
1,0.65153,9,0.12994,37,2,1,0.11458,1,9
1,0.70056,8,0.13077,38,1,1,0.11458,2,31
1,0.6072,9,0.11989,38,1,1,0.10417,1,27
0,0.65797,9,0.11998,39,1,1,0.10417,2,25
1,0.59281,10,NaN,39,2,0,0.11458,1,7
0,0.67568,9,0.1299,40,2,1,0.11458,2,5
1,0.63053,9,0.13993,40,2,1,0.125,1,77
0,0.94131,8,0.13989,41,2,1,0.125,1,61
1,0.67615,8,0.14993,41,2,1,0.13542,2,63
1,0.71886,9,0.14981,42,1,1,0.13542,1,10
1,0.84381,9,0.14994,42,2,1,0.13542,1,74
1,0.68653,8,0.13975,43,2,1,0.125,2,13
1,0.68747,10,NaN,43,1,0,0.125,2,13
1,0.69825,9,0.13981,44,1,1,0.125,1,35
0,0.87706,8,0.12992,44,1,1,0.11979,1,6
1,0.66393,9,0.13977,45,1,1,0.125,1,64
1,0.69482,9,0.13989,45,2,1,0.125,1,58
0,0.7697,9,0.13995,46,1,1,0.125,2,19
1,0.59655,8,0.13996,46,2,1,0.13021,2,17
1,0.63335,9,0.13982,47,1,1,0.13021,1,56
0,0.72981,8,0.14952,47,2,1,0.13021,1,39
1,0.62701,9,0.14995,48,1,1,0.13542,1,7
0,0.78376,8,0.14993,48,2,1,0.13542,1,34
1,0.7885,8,0.15998,49,1,1,0.14062,2,11
1,0.59342,10,NaN,49,2,0,0.14062,2,35
0,0.65833,9,0.1499,50,1,1,0.14062,2,4
1,0.55696,9,0.16049,50,1,1,0.14583,1,58
1,0.64597,9,0.16045,51,1,1,0.14583,1,28
1,0.6365,8,0.15985,51,1,1,0.14583,2,11
1,0.7016,8,0.16019,52,1,1,0.14062,2,13
1,0.66422,9,0.15985,52,2,1,0.14062,1,14
1,0.67935,9,0.1599,53,1,1,0.14062,1,25
1,0.87004,8,0.14979,53,2,1,0.13542,2,22
1,0.73293,10,NaN,54,1,0,0.13542,1,54
1,0.62786,9,0.15008,54,1,1,0.13542,1,33
1,0.76654,9,0.14028,55,2,1,0.13021,1,62
1,0.63727,8,0.1398,55,2,1,0.13021,2,50
1,0.88218,9,0.13994,56,2,1,0.13021,1,47
0,0.69708,9,0.1399,56,2,1,0.125,2,31
1,0.74153,8,0.1395,57,1,1,0.13021,2,40
1,0.51677,10,NaN,57,1,0,0.13021,1,67
1,0.55149,10,NaN,58,2,0,0.13021,1,28
1,0.8342,8,0.13989,58,2,1,0.125,2,55
1,0.6311,10,NaN,59,2,0,0.125,2,50
