correct,RT,response,sLength,mainTrial,position,respond,SOA,tGen,tImg
1,0.67572,8,0.25989,NaN,1,1,0.25,2,39
1,0.81045,8,0.25994,NaN,2,1,0.25,2,2
1,0.99716,8,0.25972,NaN,1,1,0.25,2,14
1,0.88611,9,0.17998,NaN,1,1,0.16667,1,64
1,0.67693,9,0.17987,NaN,1,1,0.16667,1,57
1,0.67781,8,0.17994,NaN,2,1,0.16667,2,20
0,0.72071,8,0.10004,NaN,2,1,0.083333,1,63
1,0.63142,10,NaN,NaN,2,0,0.16667,2,47
1,0.70817,8,0.1799,NaN,2,1,0.16667,2,40
1,0.79301,9,0.1799,NaN,2,1,0.16667,1,25
0,0.84781,8,0.13989,NaN,2,1,0.125,1,45
1,0.6908,9,0.17988,NaN,2,1,0.16667,1,39
1,0.85153,9,0.17994,NaN,1,1,0.16667,1,26
1,0.64237,8,0.17996,NaN,2,1,0.16667,2,15
1,0.71117,8,0.15992,NaN,1,1,0.14583,2,77
1,0.92799,8,0.15989,NaN,1,1,0.14583,2,18
1,0.85277,9,0.15986,NaN,1,1,0.14583,1,82
1,0.68372,8,0.13998,NaN,2,1,0.125,2,61
0,0.70442,8,0.13992,NaN,2,1,0.125,1,26
1,0.8153,8,0.15992,NaN,2,1,0.14583,2,74
1,0.66619,9,0.15997,NaN,1,1,0.14583,1,73
1,0.80094,9,0.15992,NaN,2,1,0.14583,1,85
0,0.75179,8,0.1398,NaN,2,1,0.125,1,11
1,0.75062,8,0.15985,NaN,1,1,0.14583,2,74
0,0.82952,9,NaN,NaN,1,0,0.14583,1,33
0,0.80029,7,0.16995,NaN,2,1,0.15625,2,66
NaN,NaN,NaN,0.16997,NaN,2,1,0.15625,2,37
NaN,NaN,NaN,NaN,NaN,1,0,0.15625,1,34
0,0.65079,9,0.16989,NaN,1,1,0.15625,2,49
1,0.6836,9,0.1799,NaN,1,1,0.16667,1,67
1,0.67034,10,NaN,NaN,2,0,0.16667,2,37
1,0.78728,9,0.18,NaN,1,1,0.16667,1,38
1,0.76209,9,0.17004,NaN,1,1,0.15625,1,10
1,0.76886,8,0.16971,NaN,2,1,0.15625,2,47
1,0.58983,8,0.16995,NaN,2,1,0.15625,2,38
0,1.0745,8,0.15985,NaN,2,1,0.14583,1,13
1,0.82343,8,0.17001,NaN,2,1,0.15625,2,72
1,0.77635,8,0.16994,NaN,2,1,0.15625,2,23
1,0.91712,9,0.16991,NaN,1,1,0.15625,1,50
1,0.75179,8,0.1599,NaN,2,1,0.14583,2,75
1,0.72259,8,0.15977,NaN,1,1,0.14583,2,33
1,0.60753,10,NaN,NaN,2,0,0.14583,2,41
1,0.86439,8,0.14998,NaN,2,1,0.13542,2,34
0,0.89921,9,0.14987,NaN,2,1,0.13542,2,45
0,0.66807,8,0.15989,NaN,2,1,0.14583,1,15
0,0.82486,8,0.1699,NaN,1,1,0.15625,1,37
1,0.69373,9,0.17988,NaN,2,1,0.16667,1,43
1,0.89652,8,0.17983,NaN,2,1,0.16667,2,13
1,0.75495,9,0.1795,NaN,1,1,0.16667,1,6
1,0.79617,8,0.16993,NaN,2,1,0.15625,2,14
1,0.70305,8,0.16984,NaN,2,1,0.15625,2,7
0,0.83775,8,0.16985,NaN,2,1,0.15625,1,52
1,0.98249,8,0.17986,NaN,1,1,0.16667,2,26
1,0.69556,10,NaN,NaN,1,0,0.16667,1,37
1,0.84839,8,0.18042,NaN,2,1,0.16667,2,60
1,0.69911,10,NaN,NaN,1,0,0.15625,1,51
1,0.61799,9,0.16998,NaN,2,1,0.15625,1,70
1,0.64673,9,0.16979,NaN,1,1,0.15625,1,86
1,0.73558,8,0.15983,NaN,2,1,0.14583,2,50
1,0.67643,10,NaN,NaN,2,0,0.14583,2,32
0,0.77925,8,0.15991,NaN,2,1,0.14583,1,61
0,0.72613,9,0.16988,NaN,1,1,0.15625,2,46
0,0.749,9,0.18002,NaN,1,1,0.16146,2,79
1,0.73572,10,NaN,NaN,2,0,0.16667,2,18
1,0.6186,9,0.17988,NaN,1,1,0.16667,1,35
0,0.83942,8,0.17995,NaN,2,1,0.16667,1,74
1,0.76625,8,0.18988,NaN,2,1,0.17188,2,1
1,0.66706,10,NaN,NaN,1,0,0.17188,2,76
1,0.75783,8,0.18981,NaN,2,1,0.17188,2,59
1,0.85069,8,0.17984,NaN,1,1,0.16667,2,73
1,0.69752,9,0.17989,NaN,2,1,0.16667,1,31
1,0.8604,8,0.17983,NaN,1,1,0.16667,2,44
1,0.64724,8,0.1799,NaN,1,1,0.16146,2,11
1,0.84409,9,0.17978,NaN,1,1,0.16146,1,48
1,0.73676,8,0.17976,NaN,2,1,0.16146,2,5
0,0.82574,9,0.17,NaN,1,1,0.15625,2,38
1,0.52248,10,NaN,NaN,2,0,0.16146,1,28
1,0.78342,8,0.18004,NaN,1,1,0.16146,2,14
1,0.71823,9,0.18007,NaN,1,1,0.16146,1,34
1,0.77101,8,0.16987,NaN,1,1,0.15625,2,59
1,0.70388,8,0.17,NaN,1,1,0.15625,2,35
1,0.82656,10,NaN,NaN,1,0,0.15625,2,21
1,0.60555,10,NaN,NaN,1,0,0.15104,2,3
0,1.0664,8,0.16992,NaN,1,1,0.15104,1,73
1,0.6452,8,0.16998,NaN,1,1,0.15625,2,9
1,0.68196,10,NaN,NaN,1,0,0.15625,1,3
1,0.78875,8,0.17016,NaN,1,1,0.15625,2,69
