correct,RT,response,sLength,mainTrial,position,respond,SOA,tGen,tImg
0,0.78423,8,0.25991,1,2,1,0.25,1,40
1,0.66914,8,0.25976,1,1,1,0.25,2,34
1,0.59998,9,0.25987,1,2,1,0.25,1,33
1,0.52078,10,NaN,2,1,0,0.25,1,26
1,0.56766,9,0.17989,2,2,1,0.16667,1,47
1,0.97451,8,0.17995,3,1,1,0.16667,2,12
1,0.6533,8,0.18,3,1,1,0.16667,2,14
1,0.72812,9,0.13985,4,1,1,0.125,1,21
1,0.58689,10,NaN,4,2,0,0.125,2,68
1,0.56576,10,NaN,5,1,0,0.125,2,24
1,0.70855,10,NaN,5,1,0,0.083333,2,56
1,0.88536,9,0.099914,6,1,1,0.083333,1,9
1,0.58619,9,0.099868,6,2,1,0.083333,1,61
0,0.70516,8,0.059948,7,1,1,0.041667,1,4
1,0.67586,10,NaN,7,1,0,0.083333,2,73
1,0.63675,9,0.10016,8,1,1,0.083333,1,5
1,0.67138,8,0.099956,8,2,1,0.083333,2,31
1,0.86041,8,0.059897,9,1,1,0.041667,2,25
1,0.46928,10,NaN,9,2,0,0.041667,1,17
1,0.7561,9,0.060071,10,1,1,0.041667,1,6
NaN,NaN,NaN,0.039911,10,1,1,0.020833,1,67
0,0.60566,10,0.039922,11,2,1,0.020833,2,67
0,0.61405,8,0.059465,11,2,1,0.041667,1,22
1,0.72143,8,0.080007,12,2,1,0.0625,2,18
1,0.64223,9,0.079972,12,2,1,0.0625,1,26
1,0.87897,8,0.080192,13,2,1,0.0625,2,10
1,0.67386,9,0.060014,13,1,1,0.041667,1,30
1,0.53057,10,NaN,14,1,0,0.041667,2,53
0,0.87744,9,0.059938,14,1,1,0.041667,2,19
0,0.8404,8,0.080792,15,2,1,0.0625,1,32
1,0.56121,10,NaN,15,1,0,0.083333,2,20
1,0.60607,9,0.099952,16,2,1,0.083333,1,17
1,0.54091,10,NaN,16,1,0,0.083333,1,19
1,0.57169,9,0.08001,17,1,1,0.0625,1,66
1,0.62836,10,NaN,17,1,0,0.0625,2,56
1,0.62889,9,0.079574,18,1,1,0.0625,1,47
1,0.59147,10,NaN,18,1,0,0.052083,2,27
