correct,RT,response,sLength,mainTrial,position,respond,SOA,tGen,tImg
0,0.61211,10,0.26988,1,2,1,0.25,2,29
1,0.72283,8,0.25989,1,2,1,0.25,2,62
1,0.76364,9,0.25979,1,2,1,0.25,1,14
0,0.81057,8,0.25982,2,1,1,0.25,1,61
0,0.78537,8,0.25991,2,1,1,0.25,1,65
1,0.86012,8,0.25982,3,2,1,0.25,2,43
1,0.621,10,NaN,3,2,0,0.25,1,7
1,0.88772,8,0.25985,4,1,1,0.25,2,15
1,0.67859,8,0.1799,4,2,1,0.16667,2,54
0,0.8294,9,0.17983,5,2,1,0.16667,2,6
1,0.66622,8,0.21988,5,2,1,0.20833,2,61
1,0.77517,9,0.21999,6,2,1,0.20833,1,13
1,0.73994,10,NaN,6,1,0,0.20833,2,8
1,0.79682,9,0.1799,7,1,1,0.16667,1,60
1,0.70559,8,0.17998,7,1,1,0.16667,2,68
1,0.72435,9,0.17982,8,2,1,0.16667,1,61
1,0.60525,10,NaN,8,2,0,0.14583,1,59
1,0.76996,10,NaN,9,1,0,0.14583,2,69
1,0.62684,8,0.15975,9,2,1,0.14583,2,11
1,0.68778,10,NaN,10,1,0,0.125,1,26
0,0.96445,9,0.13981,10,2,1,0.125,2,46
0,0.79305,8,0.15964,11,2,1,0.14583,1,73
1,0.75819,9,0.17987,11,1,1,0.16667,1,3
1,0.72714,8,0.17989,12,1,1,0.16667,2,31
1,0.73188,8,0.17994,12,1,1,0.16667,2,69
1,0.66878,9,0.16003,13,2,1,0.14583,1,78
1,0.5756,10,NaN,13,2,0,0.14583,2,6
NaN,NaN,NaN,NaN,14,1,0,0.14583,1,55
1,0.66713,10,NaN,14,1,0,0.14583,2,40
1,0.95808,9,0.14016,15,2,1,0.125,1,52
0,0.85077,8,0.13989,15,1,1,0.125,1,17
0,0.74579,9,0.16011,16,1,1,0.14583,2,40
1,0.68243,8,0.18003,16,2,1,0.16667,2,35
1,0.75737,10,NaN,17,2,0,0.16667,2,4
1,0.53614,10,NaN,17,2,0,0.16667,1,37
1,0.78099,8,0.15991,18,2,1,0.14583,2,37
1,0.8078,8,0.15993,18,1,1,0.14583,2,2
1,0.9586,8,0.15987,19,2,1,0.14583,2,36
1,0.7235,8,0.14986,19,1,1,0.13542,2,29
0,0.77633,8,0.14991,20,1,1,0.13542,1,63
1,0.77289,9,0.15967,20,2,1,0.14583,1,45
