correct,RT,response,sLength,mainTrial,position,respond,SOA,tGen,tImg
1,0.60482,10,NaN,1,2,0,0.21699,1,73
1,0.72368,8,0.22981,1,1,1,0.21699,2,33
0,0.38257,10,0.22988,1,2,1,0.21699,1,6
1,0.74146,8,0.25994,2,1,1,0.25,2,24
1,0.73024,9,0.25994,2,1,1,0.25,1,12
1,0.64913,8,0.25992,3,2,1,0.25,2,13
1,0.7699,8,0.19001,3,1,1,0.17767,2,5
1,0.79677,8,0.18991,4,1,1,0.17767,2,55
1,0.77949,8,0.1898,4,2,1,0.17767,2,19
0,0.80422,9,0.16036,5,1,1,0.1415,2,27
1,0.65318,9,0.18988,5,2,1,0.17767,1,44
1,0.74809,9,0.18999,6,1,1,0.17767,1,23
1,0.64283,10,NaN,6,2,0,0.17767,2,15
1,0.74163,8,0.15976,7,1,1,0.1415,2,21
1,0.7283,9,0.15979,7,1,1,0.1415,1,14
0,0.72128,8,0.15993,8,2,1,0.1415,1,13
1,0.68003,9,0.16986,8,2,1,0.15959,1,38
1,0.63898,8,0.16979,9,2,1,0.15959,2,75
NaN,NaN,NaN,0.16987,9,1,1,0.15959,2,50
1,0.62069,9,0.16986,10,1,1,0.15959,1,10
1,0.58143,9,0.15976,10,1,1,0.1415,1,21
1,0.71828,10,NaN,11,1,0,0.1415,1,37
1,0.56909,10,NaN,11,2,0,0.1415,1,61
0,0.83597,9,0.13987,12,2,1,0.12342,2,71
0,0.79081,8,0.15992,12,2,1,0.1415,1,56
1,0.73751,8,0.16983,13,2,1,0.15959,2,10
1,0.55443,10,NaN,13,1,0,0.15959,1,60
1,0.67332,8,0.17004,14,2,1,0.15959,2,76
1,0.88607,8,0.15986,14,2,1,0.1415,2,21
1,0.60098,10,NaN,15,1,0,0.1415,1,28
1,0.72774,8,0.1599,15,1,1,0.1415,2,63
1,0.72259,9,0.14991,16,1,1,0.13246,1,31
1,0.71336,8,0.15039,16,1,1,0.13246,2,7
1,0.76226,8,0.14993,17,2,1,0.13246,2,35
1,0.57904,9,0.13994,17,1,1,0.12342,1,79
1,0.73185,9,0.13988,18,1,1,0.12342,1,66
1,0.76071,8,0.13991,18,1,1,0.12342,2,62
0,0.74365,9,0.12997,19,1,1,0.11438,2,72
1,0.63237,9,0.13993,19,1,1,0.12342,1,74
1,0.68279,9,0.13953,20,1,1,0.12342,1,61
1,0.62216,9,0.14,20,1,1,0.12342,1,23
1,0.66481,10,NaN,21,2,0,0.11438,1,29
1,0.58132,10,NaN,21,2,0,0.11438,1,67
0,0.69053,9,0.12989,22,1,1,0.11438,2,12
