trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
23,0.99082,1,2,2,4,2,0.15,0.151,0.2227,0.2227,0.001,12,2,2,4
24,0.33858,1,1,1,1,2,0.3885,0.25,0.43782,0.43782,0.1385,7,3,4,4
25,0.30211,1,2,2,3,2,0.25,0.251,0.2227,0.2227,0.001,6,3,2,1
26,0.28791,1,1,1,1,1,0.251,0.25,0.43782,0.43782,0.001,5,3,4,1
27,0.45949,1,1,1,2,1,0.3885,0.25,0.2227,0.2227,0.1385,14,3,2,4
28,0.40512,1,1,1,2,1,0.251,0.25,0.43782,0.43782,0.001,19,3,4,1
29,0.25655,1,2,2,4,2,0.4,0.401,0.43782,0.43782,0.001,9,4,4,1
30,0.39655,0,1,2,3,1,0.25,0.3885,0.43782,0.43782,0.1385,15,3,4,4
31,0.68604,0,1,2,1,2,0.15,0.151,0.43782,0.43782,0.001,14,2,4,4
32,0.44976,1,1,1,3,1,0.5385,0.4,0.32082,0.32082,0.1385,4,4,3,4
33,0.28546,1,2,2,2,1,0.15,0.19683,0.32082,0.32082,0.046833,13,2,3,1
34,0.31107,1,2,2,3,2,0.4,0.401,0.32082,0.32082,0.001,5,4,3,1
35,0.29874,1,2,2,3,2,0.15,0.19683,0.43782,0.43782,0.046833,7,2,4,1
36,0.82242,1,2,2,3,2,0.4,0.49267,0.43782,0.43782,0.092667,3,4,4,4
37,0.30406,0,2,1,1,1,0.401,0.4,0.43782,0.43782,0.001,6,4,4,1
38,0.31569,1,2,2,4,2,0.15,0.19683,0.43782,0.43782,0.046833,9,2,4,1
39,0.35741,1,2,2,2,2,0.25,0.251,0.32082,0.32082,0.001,13,3,3,1
40,0.54498,0,1,2,1,2,0.4,0.49267,0.32082,0.32082,0.092667,1,4,3,4
41,0.66867,1,1,1,4,2,0.19683,0.15,0.43782,0.43782,0.046833,10,2,4,4
42,0.2783,1,2,2,3,1,0.4,0.44683,0.2227,0.2227,0.046833,9,4,2,1
43,0.29797,1,2,2,3,2,0.15,0.19683,0.43782,0.43782,0.046833,20,2,4,4
44,0.89367,0,2,1,4,2,0.5385,0.4,0.32082,0.32082,0.1385,19,4,3,4
45,0.39931,1,1,1,3,2,0.151,0.15,0.2227,0.2227,0.001,10,2,2,1
46,0.42693,1,1,1,1,1,0.41142,0.25,0.2227,0.2227,0.16142,1,3,2,4
47,0.95064,1,2,2,2,1,0.15,0.19683,0.2227,0.2227,0.046833,13,2,2,4
48,0.29633,1,2,2,1,1,0.4,0.58433,0.43782,0.43782,0.18433,13,4,4,4
49,0.25986,0,1,2,4,1,0.15,0.151,0.32082,0.32082,0.001,3,2,3,1
50,0.36565,0,1,2,4,1,0.25,0.251,0.32082,0.32082,0.001,4,3,3,1
51,0.29721,1,1,1,4,2,0.29683,0.25,0.43782,0.43782,0.046833,1,3,4,1
52,0.40488,1,1,1,1,2,0.41142,0.25,0.32082,0.32082,0.16142,2,3,3,4
53,0.83857,1,2,2,3,2,0.25,0.41142,0.2227,0.2227,0.16142,12,3,2,4
54,0.24218,1,1,1,1,1,0.19683,0.15,0.32082,0.32082,0.046833,15,2,3,1
55,0.27792,1,2,2,1,1,0.15,0.19683,0.2227,0.2227,0.046833,17,2,2,1
56,0.39148,1,1,1,4,1,0.19683,0.15,0.2227,0.2227,0.046833,15,2,2,1
57,0.50724,1,1,1,2,2,0.58433,0.4,0.2227,0.2227,0.18433,15,4,2,4
58,0.31684,1,2,2,4,2,0.15,0.17392,0.43782,0.43782,0.023917,8,2,4,1
59,0.80847,1,1,1,3,2,0.17392,0.15,0.32082,0.32082,0.023917,3,2,3,4
60,0.29218,0,2,1,1,2,0.44683,0.4,0.43782,0.43782,0.046833,9,4,4,1
61,0.26976,0,2,1,1,1,0.49267,0.4,0.2227,0.2227,0.092667,16,4,2,1
62,0.27353,1,1,1,2,1,0.5385,0.4,0.43782,0.43782,0.1385,16,4,4,1
63,0.8852,0,2,1,3,1,0.58433,0.4,0.43782,0.43782,0.18433,11,4,4,4
64,0.27073,1,1,1,3,1,0.4,NaN,0.43782,NaN,0.1385,5,4,3,1
65,0.92238,0,2,1,1,1,0.24267,0.15,0.32082,0.32082,0.23017,4,4,2,4
66,0.61406,1,2,2,1,2,0.1,NaN,0.2227,NaN,0.046833,14,3,2,1
67,0.32768,1,2,2,3,1,0.1,NaN,0.43782,NaN,0.046833,8,3,3,1
68,0.71537,1,2,2,1,1,0.1,NaN,0.32082,NaN,0.1385,11,3,3,4
69,0.98905,0,1,2,4,1,0.1,NaN,0.56218,NaN,0.023917,9,2,2,4
70,0.68068,1,2,2,3,2,0.151,0.15,0.43782,0.43782,0.1385,9,3,4,4
71,0.30835,1,2,2,2,1,0.1,NaN,0.32082,NaN,0.276,16,4,4,4
72,0.46998,1,1,1,4,2,0.15,NaN,0.32082,NaN,0.276,18,4,2,4
