correct,RT,response,sLength,mainTrial,position,respond,SOA,tGen,tImg
1,0.59586,10,NaN,1,2,0,0.25,1,68
1,0.7087,9,0.25982,1,1,1,0.25,1,23
1,0.65126,9,0.25966,1,2,1,0.25,1,45
1,0.80023,8,0.17997,2,2,1,0.16667,2,28
0,0.88677,8,0.17974,2,1,1,0.16667,1,80
1,0.93399,8,0.26056,3,1,1,0.25,2,79
1,0.57079,10,NaN,3,2,0,0.25,2,16
1,0.74553,9,0.25981,4,1,1,0.25,1,63
1,0.62236,10,NaN,4,1,0,0.20833,2,77
1,0.68527,9,0.21992,5,1,1,0.20833,1,48
0,0.81404,8,0.2197,5,2,1,0.20833,1,3
1,0.70893,10,NaN,6,2,0,0.25,2,7
0,0.86571,9,0.25982,6,1,1,0.25,2,36
1,0.84665,8,0.25993,7,2,1,0.25,2,58
1,0.79934,8,0.25989,7,2,1,0.25,2,7
1,0.71213,10,NaN,8,2,0,0.25,2,13
1,0.70903,8,0.23976,8,2,1,0.22917,2,1
1,0.83987,8,0.23986,9,2,1,0.22917,2,11
1,0.57671,10,NaN,9,2,0,0.22917,1,17
1,0.6436,9,0.21997,10,1,1,0.20833,1,60
1,0.7403,10,NaN,10,1,0,0.20833,2,18
0,0.71721,9,0.2198,11,2,1,0.20833,2,64
1,0.65791,9,0.23985,11,2,1,0.22917,1,47
0,0.75434,8,0.23942,12,2,1,0.22917,1,35
1,0.63169,9,0.25987,12,1,1,0.25,1,65
1,0.84453,8,0.2599,13,2,1,0.25,2,45
0,0.81125,9,0.25982,13,2,1,0.25,2,28
0,0.67613,9,0.25986,14,1,1,0.25,2,31
1,0.69477,9,0.25979,14,1,1,0.25,1,5
1,0.72193,8,0.26008,15,2,1,0.25,2,58
0,0.72257,9,0.25982,15,1,1,0.25,2,37
1,0.70743,8,0.2598,16,1,1,0.25,2,20
0,0.74219,9,0.25981,16,2,1,0.25,2,5
1,0.53917,9,0.25978,17,1,1,0.25,1,64
1,0.53794,10,NaN,17,1,0,0.25,1,17
1,0.74484,9,0.25989,18,1,1,0.25,1,8
0,0.81765,8,0.23981,18,2,1,0.22917,1,5
1,0.62838,10,NaN,19,2,0,0.25,2,78
1,0.73723,8,0.25976,19,2,1,0.25,2,51
1,0.72405,9,0.25982,20,1,1,0.25,1,63
0,0.99287,9,0.24986,20,1,1,0.23958,2,55
1,0.68376,10,NaN,21,1,0,0.25,2,5
1,0.74055,8,0.25985,21,1,1,0.25,2,30
1,0.92338,8,0.2599,22,2,1,0.25,2,24
0,1.0943,9,0.24986,22,1,1,0.23958,2,12
0,1.0371,9,0.25984,23,1,1,0.25,2,30
1,0.68374,10,NaN,23,2,0,0.25,2,69
1,0.82869,8,0.25986,24,2,1,0.25,2,11
1,0.96345,8,0.25992,24,2,1,0.25,2,69
1,0.85435,8,0.24981,25,1,1,0.23958,2,62
1,0.72712,10,NaN,25,2,0,0.23958,2,47
1,0.85201,8,0.24993,26,2,1,0.23958,2,35
0,0.81282,8,0.23982,26,2,1,0.22917,1,12
1,0.94172,8,0.24993,27,1,1,0.23958,2,28
1,0.56661,10,NaN,27,1,0,0.23958,1,71
1,0.71134,8,0.24981,28,2,1,0.23958,2,32
1,0.68221,9,0.23986,28,1,1,0.22917,1,46
1,0.96695,8,0.23984,29,1,1,0.22917,2,25
1,0.85581,8,0.23987,29,2,1,0.22917,2,2
1,0.8607,8,0.23001,30,2,1,0.21875,2,47
1,0.65345,10,NaN,30,1,0,0.21875,1,69
0,1.0103,9,0.22991,31,2,1,0.21875,2,61
1,0.62513,8,0.23978,31,2,1,0.22917,2,6
0,0.74389,8,0.23988,32,2,1,0.22917,1,55
1,0.73867,10,NaN,32,2,0,0.23438,2,22
0,0.72759,9,0.24985,33,1,1,0.23438,2,64
1,0.84829,10,NaN,33,2,0,0.23958,1,41
0,0.7173,8,0.24988,34,2,1,0.23958,1,13
1,0.59605,10,NaN,34,2,0,0.24479,1,6
1,0.67897,10,NaN,35,1,0,0.24479,2,15
1,0.66379,10,NaN,35,2,0,0.24479,2,9
1,0.7865,10,NaN,36,1,0,0.23958,1,22
1,0.76341,9,0.2498,36,1,1,0.23958,1,65
1,0.77821,9,0.24979,37,1,1,0.23958,1,35
1,0.73099,9,0.24979,37,2,1,0.23438,1,58
0,0.86579,9,0.24981,38,1,1,0.23438,2,11
1,0.72263,8,0.24987,38,2,1,0.23958,2,29
1,0.7536,10,NaN,39,1,0,0.23958,1,77
1,0.90025,8,0.24981,39,2,1,0.23958,2,45
1,0.83917,10,NaN,40,2,0,0.23438,2,65
1,0.6241,9,0.24984,40,1,1,0.23438,1,23
1,0.50494,10,NaN,41,1,0,0.23438,2,25
0,0.68971,9,0.23991,41,1,1,0.22917,2,64
1,0.63654,10,NaN,42,1,0,0.23438,2,73
1,0.43133,10,NaN,42,2,0,0.23438,1,70
1,0.69219,9,0.24984,43,2,1,0.23438,1,45
1,0.93294,8,0.23989,43,2,1,0.22917,2,44
1,0.68989,9,0.23997,44,2,1,0.22917,1,66
1,0.66067,9,0.23987,44,1,1,0.22917,1,28
1,0.71153,9,0.23996,45,1,1,0.22396,1,77
1,1.0202,8,0.23982,45,1,1,0.22396,2,29
1,0.82508,9,0.23986,46,2,1,0.22396,1,11
1,0.7499,8,0.22983,46,1,1,0.21875,2,50
1,0.66674,10,NaN,47,1,0,0.21875,2,43
1,0.76752,8,0.22978,47,1,1,0.21875,2,73
1,0.89443,8,0.22989,48,1,1,0.21354,2,12
1,0.6272,9,0.22974,48,1,1,0.21354,1,4
0,0.74402,9,0.22982,49,1,1,0.21354,2,34
1,0.64097,9,0.22999,49,1,1,0.21875,1,21
1,0.67593,8,0.22997,50,2,1,0.21875,2,64
1,0.64862,8,0.23055,50,2,1,0.21875,2,74
1,0.80552,9,0.22992,51,1,1,0.21354,1,54
1,0.62027,9,0.22991,51,2,1,0.21354,1,55
0,0.62497,8,0.23003,52,2,1,0.21354,1,53
1,0.77593,8,0.22982,52,1,1,0.21875,2,15
1,0.54088,10,NaN,53,2,0,0.21875,2,28
0,0.81156,8,0.2299,53,2,1,0.21875,1,45
1,0.79644,8,0.23985,54,2,1,0.22396,2,63
1,0.53922,9,0.23987,54,2,1,0.22396,1,43
1,0.57804,10,NaN,55,2,0,0.22396,1,17
1,0.89084,8,0.2298,55,2,1,0.21875,2,45
1,0.83172,9,0.22993,56,2,1,0.21875,1,68
