correct,RT,response,sLength,mainTrial,position,respond,SOA,tGen,tImg
1,0.72046,10,NaN,1,2,0,0.25,2,64
0,0.69938,8,0.2598,1,2,1,0.25,1,79
1,0.63607,9,0.25983,1,1,1,0.25,1,59
1,0.55701,10,NaN,2,2,0,0.25,2,35
1,0.58573,10,NaN,2,1,0,0.25,2,69
1,0.63664,9,0.17985,3,2,1,0.16667,1,6
1,0.67139,9,0.17993,3,2,1,0.16667,1,45
1,0.68425,8,0.17993,4,1,1,0.16667,2,18
0,0.73306,8,0.13982,4,1,1,0.125,1,30
1,0.6116,10,NaN,5,1,0,0.16667,1,30
1,0.61858,10,NaN,5,1,0,0.16667,1,21
1,0.76556,10,NaN,6,2,0,0.16667,1,36
1,0.69829,8,0.13986,6,1,1,0.125,2,45
1,0.7653,9,0.1401,7,2,1,0.125,1,69
1,0.65017,8,0.14067,7,1,1,0.125,2,27
1,0.82895,8,0.11999,8,1,1,0.10417,2,49
1,0.75529,9,0.11965,8,1,1,0.10417,1,68
0,0.71061,9,0.11989,9,1,1,0.10417,2,8
1,0.67495,8,0.13963,9,1,1,0.125,2,37
1,0.70415,9,0.13985,10,1,1,0.125,1,63
1,0.74297,8,0.13993,10,1,1,0.125,2,21
1,0.57588,10,NaN,11,1,0,0.10417,2,63
1,0.6726,8,0.11984,11,2,1,0.10417,2,72
1,0.70547,10,NaN,12,2,0,0.10417,1,3
1,0.91632,8,0.10005,12,1,1,0.083333,2,41
1,0.67716,10,NaN,13,1,0,0.083333,1,27
0,0.68199,8,0.10002,13,1,1,0.083333,1,22
1,0.72477,8,0.11987,14,2,1,0.10417,2,45
1,0.63373,9,0.11993,14,2,1,0.10417,1,66
1,0.66247,8,0.12032,15,1,1,0.10417,2,3
0,0.69113,8,0.099814,15,2,1,0.083333,1,42
1,0.79017,8,0.10998,16,1,1,0.09375,2,42
1,0.63095,10,NaN,16,1,0,0.09375,2,75
1,0.9058,9,0.11,17,2,1,0.09375,1,32
0,0.73865,8,0.099954,17,1,1,0.083333,1,33
