trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
1,0.38551,0,1,2,2,1,0.25,0.25,0.43782,0.53049,0.092667,16,4,3,1
2,0.60515,1,1,1,1,2,0.25,0.25,0.64507,0.43782,0.20725,16,4,3,4
3,1.1267,0,2,1,4,2,0.15,0.15,0.64507,0.43782,0.20725,1,4,2,4
4,0.39436,1,1,1,1,1,0.4,0.4,0.7104,0.32082,0.38958,5,3,4,4
5,0.33408,1,1,1,3,2,0.4,0.4,0.31537,0.2227,0.092667,13,2,4,1
6,0.38373,0,1,2,4,1,0.25,0.25,0.2227,0.29245,0.06975,9,2,3,1
7,0.37925,1,2,2,2,2,0.25,0.25,0.2227,0.31537,0.092667,11,2,3,1
8,0.34907,0,1,2,1,1,0.4,0.4,0.32082,0.4364,0.11558,10,3,4,1
9,0.65662,1,1,1,2,1,0.25,0.25,0.66799,0.43782,0.23017,10,4,3,4
10,0.42035,1,2,2,1,2,0.4,0.4,0.43782,0.66799,0.23017,9,4,4,4
11,0.32599,1,2,2,1,1,0.25,0.25,0.43782,0.55341,0.11558,5,4,3,1
12,0.3936,1,2,2,1,1,0.15,0.15,0.32082,0.45932,0.1385,15,3,2,1
13,0.38132,1,1,1,4,2,0.25,0.25,0.66799,0.43782,0.23017,4,4,3,4
14,0.94303,0,1,2,3,2,0.15,0.15,0.32082,0.7104,0.38958,5,3,2,4
15,0.31469,1,2,2,4,2,0.15,0.15,0.43782,0.55341,0.11558,7,4,2,1
16,0.4602,1,1,1,4,1,0.25,0.25,0.73332,0.32082,0.4125,5,3,3,4
17,0.31995,1,1,1,1,1,0.25,0.25,0.45187,0.2227,0.22917,17,2,3,4
18,0.51553,1,1,1,3,1,0.15,0.15,0.64507,0.43782,0.20725,6,4,2,4
19,0.26126,1,2,2,1,2,0.4,0.4,0.32082,0.73332,0.4125,6,3,4,4
20,0.32884,0,2,1,1,1,0.15,0.15,0.31537,0.2227,0.092667,9,2,2,1
21,0.33249,1,2,2,4,2,0.4,0.4,0.32082,0.45932,0.1385,2,3,4,1
22,0.97423,1,2,2,4,1,0.4,0.4,0.43782,0.64507,0.20725,15,4,4,4
23,0.32185,1,1,1,3,1,0.15,0.15,0.55341,0.43782,0.11558,13,4,2,1
24,0.2855,1,1,1,3,1,0.4,0.4,0.53049,0.43782,0.092667,12,4,4,1
25,0.35919,1,1,1,1,2,0.25,0.25,0.45932,0.32082,0.1385,2,3,3,1
26,0.32281,1,2,2,3,2,0.4,0.4,0.32082,0.73332,0.4125,16,3,4,4
27,0.48448,0,2,1,4,1,0.15,0.15,0.53049,0.43782,0.092667,5,4,2,1
28,0.29608,1,1,1,2,2,0.15,0.15,0.55341,0.43782,0.11558,8,4,2,1
29,0.32381,1,2,2,3,2,0.4,0.4,0.43782,0.55341,0.11558,5,4,4,1
30,0.31747,1,2,2,4,1,0.25,0.25,0.32082,0.7104,0.38958,13,3,3,4
31,0.28912,1,1,1,3,2,0.25,0.25,0.55341,0.43782,0.11558,9,4,3,1
32,0.29275,1,2,2,4,1,0.25,0.25,0.32082,0.7104,0.38958,13,3,3,4
33,0.86238,0,2,1,3,2,0.15,0.15,0.45187,0.2227,0.22917,10,2,2,4
34,0.31408,1,1,1,1,2,0.4,0.4,0.53049,0.43782,0.092667,6,4,4,1
35,0.30168,1,2,2,1,2,0.4,0.4,0.2227,0.47478,0.25208,6,2,4,4
36,0.42344,1,1,1,4,2,0.4,0.4,0.47478,0.2227,0.25208,14,2,4,4
37,0.33111,1,1,1,4,2,0.4,0.4,0.53049,0.43782,0.092667,10,4,4,1
38,0.34064,1,2,2,2,2,0.25,0.25,0.32082,0.4364,0.11558,18,3,3,1
