correct,RT,response,sLength,mainTrial,position,respond,SOA,tGen,tImg
NaN,NaN,NaN,0.25975,1,2,1,0.25,1,80
NaN,NaN,NaN,0.25985,1,2,1,0.25,1,57
NaN,NaN,NaN,NaN,1,1,0,0.25,2,70
NaN,NaN,NaN,0.25996,2,2,1,0.25,1,37
NaN,NaN,NaN,0.25986,2,2,1,0.25,1,19
NaN,NaN,NaN,NaN,3,2,0,0.25,1,63
NaN,NaN,NaN,0.25983,3,1,1,0.25,1,63
NaN,NaN,NaN,0.25991,4,2,1,0.25,2,36
NaN,NaN,NaN,0.25982,4,2,1,0.25,2,11
NaN,NaN,NaN,0.25974,5,1,1,0.25,2,63
NaN,NaN,NaN,0.25983,5,1,1,0.25,1,48
NaN,NaN,NaN,0.25987,6,2,1,0.25,2,14
NaN,NaN,NaN,0.25997,6,2,1,0.25,1,38
NaN,NaN,NaN,0.26003,7,1,1,0.25,2,24
NaN,NaN,NaN,0.25987,7,2,1,0.25,1,33
NaN,NaN,NaN,0.25994,8,2,1,0.25,2,51
NaN,NaN,NaN,0.25984,8,2,1,0.25,1,5
NaN,NaN,NaN,0.25976,9,1,1,0.25,2,74
NaN,NaN,NaN,0.25954,9,2,1,0.25,2,3
NaN,NaN,NaN,0.25988,10,1,1,0.25,1,53
NaN,NaN,NaN,0.25989,10,1,1,0.25,2,68
NaN,NaN,NaN,0.25979,11,1,1,0.25,1,54
NaN,NaN,NaN,0.25998,11,2,1,0.25,1,49
NaN,NaN,NaN,0.25987,12,1,1,0.25,2,15
NaN,NaN,NaN,0.25973,12,1,1,0.25,1,10
NaN,NaN,NaN,0.25976,13,2,1,0.25,1,73
NaN,NaN,NaN,0.25978,13,1,1,0.25,2,3
NaN,NaN,NaN,0.25981,14,2,1,0.25,2,75
NaN,NaN,NaN,0.25983,14,2,1,0.25,2,27
NaN,NaN,NaN,NaN,15,1,0,0.25,1,15
NaN,NaN,NaN,0.25976,15,1,1,0.25,1,66
NaN,NaN,NaN,0.25979,16,1,1,0.25,1,63
NaN,NaN,NaN,0.25978,16,2,1,0.25,1,55
NaN,NaN,NaN,0.25972,17,2,1,0.25,2,46
NaN,NaN,NaN,NaN,17,1,0,0.25,1,32
NaN,NaN,NaN,0.25986,18,1,1,0.25,1,16
NaN,NaN,NaN,0.2598,18,2,1,0.25,1,11
NaN,NaN,NaN,NaN,19,1,0,0.25,2,58
NaN,NaN,NaN,NaN,19,1,0,0.25,1,55
NaN,NaN,NaN,0.25982,20,1,1,0.25,2,65
NaN,NaN,NaN,0.25992,20,2,1,0.25,1,3
NaN,NaN,NaN,0.26941,21,1,1,0.25,2,58
NaN,NaN,NaN,0.25973,21,2,1,0.25,2,57
NaN,NaN,NaN,0.2599,22,2,1,0.25,1,42
NaN,NaN,NaN,NaN,22,1,0,0.25,2,40
NaN,NaN,NaN,0.2599,23,2,1,0.25,1,64
NaN,NaN,NaN,0.25975,23,2,1,0.25,2,44
NaN,NaN,NaN,0.25985,24,2,1,0.25,2,58
NaN,NaN,NaN,0.25974,24,1,1,0.25,2,60
NaN,NaN,NaN,0.25987,25,1,1,0.25,2,52
NaN,NaN,NaN,0.25997,25,1,1,0.25,2,40
NaN,NaN,NaN,0.25977,26,1,1,0.25,2,27
NaN,NaN,NaN,0.25988,26,1,1,0.25,1,36
NaN,NaN,NaN,0.2599,27,2,1,0.25,1,18
NaN,NaN,NaN,0.25972,27,1,1,0.25,2,72
NaN,NaN,NaN,0.25986,28,1,1,0.25,1,12
NaN,NaN,NaN,0.25979,28,2,1,0.25,2,49
NaN,NaN,NaN,0.25981,29,1,1,0.25,2,51
NaN,NaN,NaN,0.25979,29,2,1,0.25,1,6
NaN,NaN,NaN,0.2599,30,1,1,0.25,1,71
NaN,NaN,NaN,0.26,30,1,1,0.25,2,64
NaN,NaN,NaN,0.25984,31,1,1,0.25,2,36
NaN,NaN,NaN,0.25983,31,1,1,0.25,1,10
NaN,NaN,NaN,0.2598,32,2,1,0.25,1,38
NaN,NaN,NaN,0.25987,32,1,1,0.25,2,57
NaN,NaN,NaN,0.25979,33,1,1,0.25,1,32
NaN,NaN,NaN,NaN,33,1,0,0.25,2,57
NaN,NaN,NaN,0.25979,34,1,1,0.25,1,38
NaN,NaN,NaN,0.25991,34,1,1,0.25,2,7
NaN,NaN,NaN,NaN,35,1,0,0.25,1,17
NaN,NaN,NaN,NaN,35,2,0,0.25,2,53
NaN,NaN,NaN,0.2598,36,1,1,0.25,2,66
NaN,NaN,NaN,NaN,36,1,0,0.25,1,16
NaN,NaN,NaN,0.2599,37,2,1,0.25,2,76
NaN,NaN,NaN,NaN,37,2,0,0.25,2,27
NaN,NaN,NaN,0.2598,38,1,1,0.25,1,44
NaN,NaN,NaN,NaN,38,2,0,0.25,2,1
NaN,NaN,NaN,0.25988,39,1,1,0.25,1,36
NaN,NaN,NaN,0.25978,39,1,1,0.25,2,42
NaN,NaN,NaN,0.25994,40,2,1,0.25,2,24
NaN,NaN,NaN,0.25995,40,2,1,0.25,1,39
NaN,NaN,NaN,NaN,41,2,0,0.25,2,13
NaN,NaN,NaN,0.25999,41,1,1,0.25,2,22
NaN,NaN,NaN,0.25989,42,1,1,0.25,2,66
NaN,NaN,NaN,0.25991,42,2,1,0.25,1,71
NaN,NaN,NaN,0.25994,43,1,1,0.25,1,23
NaN,NaN,NaN,NaN,43,2,0,0.25,1,75
NaN,NaN,NaN,0.25983,44,2,1,0.25,1,56
NaN,NaN,NaN,0.25976,44,2,1,0.25,2,68
NaN,NaN,NaN,0.25991,45,2,1,0.25,1,57
NaN,NaN,NaN,0.25978,45,1,1,0.25,2,48
NaN,NaN,NaN,0.25979,46,1,1,0.25,1,54
NaN,NaN,NaN,0.2598,46,1,1,0.25,1,78
NaN,NaN,NaN,NaN,47,2,0,0.25,2,17
NaN,NaN,NaN,0.25993,47,1,1,0.25,1,16
NaN,NaN,NaN,0.25979,48,2,1,0.25,1,28
NaN,NaN,NaN,NaN,48,2,0,0.25,2,27
NaN,NaN,NaN,0.25976,49,2,1,0.25,1,24
NaN,NaN,NaN,NaN,49,1,0,0.25,2,12
NaN,NaN,NaN,0.25984,50,1,1,0.25,2,56
NaN,NaN,NaN,0.25986,50,2,1,0.25,2,18
NaN,NaN,NaN,0.25992,51,2,1,0.25,1,36
