trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
1,0.27733,1,1,1,3,1,0.25,0.25,0.98782,0.43782,0.55,6,4,3,1
2,0.28091,1,2,2,1,2,0.25,0.25,0.26894,0.81894,0.55,10,3,3,4
3,0.19653,1,1,1,4,1,0.4,0.4,0.81894,0.26894,0.55,12,3,4,1
4,0.28637,1,1,1,2,1,0.15,0.15,0.98782,0.43782,0.55,9,4,2,4
5,0.3059,1,2,2,4,2,0.15,0.15,0.43782,0.98782,0.55,20,4,2,4
6,0.26954,1,2,2,3,1,0.15,0.15,0.26894,0.81894,0.55,8,3,2,1
7,0.25523,1,1,1,4,2,0.4,0.4,0.81894,0.26894,0.55,4,3,4,1
8,0.33094,1,1,1,3,1,0.25,0.25,0.98782,0.43782,0.55,4,4,3,4
9,0.30852,1,1,1,2,1,0.15,0.15,0.81894,0.26894,0.55,3,3,2,4
10,0.51221,1,1,1,4,2,0.25,0.25,0.69805,0.14805,0.55,12,2,3,4
11,0.27582,1,2,2,1,1,0.25,0.25,0.26894,0.81894,0.55,13,3,3,4
12,0.4055,1,1,1,2,1,0.15,0.15,0.69805,0.14805,0.55,13,2,2,4
13,0.29722,1,2,2,1,2,0.15,0.15,0.43782,0.98782,0.55,13,4,2,1
14,0.26878,1,1,1,1,1,0.15,0.15,0.63561,0.26894,0.36667,14,3,2,1
15,0.28643,1,2,2,3,1,0.4,0.4,0.14805,0.69805,0.55,16,2,4,1
16,0.32217,1,1,1,4,1,0.4,0.4,0.98782,0.43782,0.55,12,4,4,1
17,0.29378,1,2,2,2,1,0.25,0.25,0.43782,0.80449,0.36667,14,4,3,1
18,0.25547,1,1,1,3,2,0.4,0.4,0.80449,0.43782,0.36667,14,4,4,1
19,0.39514,1,2,2,4,2,0.25,0.25,0.14805,0.69805,0.55,9,2,3,1
20,0.28483,1,2,2,4,1,0.15,0.15,0.43782,0.80449,0.36667,15,4,2,1
21,0.30454,1,2,2,3,2,0.4,0.4,0.26894,0.63561,0.36667,1,3,4,4
