value,std,pedVal,task,side,roi,type
0.87899,0,0.3,2,1,2,1
2.5459,0,0.3,2,1,2,1
0.99698,0,0.3,2,1,2,1
0.76837,0,0.3,2,1,2,1
1.8402,0,0.4,1,1,2,1
0.94394,0,0.4,1,1,2,1
0.49811,0,0.4,1,1,2,1
2.0092,0,0.4,1,1,2,1
1.0867,0,0.4,1,1,2,1
0.66113,0,0.4,1,1,2,1
2.9029,0,0.4,1,1,2,1
1.3458,0,0.4,1,1,2,1
1.4817,0,0.4,1,1,2,1
1.0284,0,0.4,1,1,2,1
3.4314,0,0.4,1,1,2,1
0.70846,0,0.4,1,1,2,1
0.34608,0,0.4,1,1,2,1
1.4877,0,0.4,2,1,2,1
1.057,0,0.4,2,1,2,1
0.5961,0,0.4,2,1,2,1
2.046,0,0.4,2,1,2,1
1.3262,0,0.4,2,1,2,1
0.75923,0,0.4,2,1,2,1
2.9418,0,0.4,2,1,2,1
1.3249,0,0.4,2,1,2,1
1.1601,0,0.4,2,1,2,1
0.87406,0,0.4,2,1,2,1
3.2797,0,0.4,2,1,2,1
1.0701,0,0.4,2,1,2,1
0.73211,0,0.4,2,1,2,1
1.514,0,0.6,1,1,2,1
1.4224,0,0.6,1,1,2,1
0.63484,0,0.6,1,1,2,1
2.1021,0,0.6,1,1,2,1
1.259,0,0.6,1,1,2,1
0.56938,0,0.6,1,1,2,1
3.6713,0,0.6,1,1,2,1
1.6974,0,0.6,1,1,2,1
2.0432,0,0.6,1,1,2,1
1.0366,0,0.6,1,1,2,1
4.1184,0,0.6,1,1,2,1
1.1963,0,0.6,1,1,2,1
0.6277,0,0.6,1,1,2,1
1.6723,0,0.6,2,1,2,1
1.1138,0,0.6,2,1,2,1
0.55738,0,0.6,2,1,2,1
2.048,0,0.6,2,1,2,1
1.1897,0,0.6,2,1,2,1
0.84581,0,0.6,2,1,2,1
3.0757,0,0.6,2,1,2,1
1.2057,0,0.6,2,1,2,1
1.5491,0,0.6,2,1,2,1
1.1008,0,0.6,2,1,2,1
3.709,0,0.6,2,1,2,1
1.0342,0,0.6,2,1,2,1
0.88382,0,0.6,2,1,2,1
1.7567,0,0.9,1,1,2,1
0.83384,0,0.9,1,1,2,1
0.40224,0,0.9,1,1,2,1
2.4757,0,0.9,1,1,2,1
1.336,0,0.9,1,1,2,1
0.66241,0,0.9,1,1,2,1
3.4501,0,0.9,1,1,2,1
1.6389,0,0.9,1,1,2,1
1.7437,0,0.9,1,1,2,1
1.272,0,0.9,1,1,2,1
3.7607,0,0.9,1,1,2,1
0.83617,0,0.9,1,1,2,1
0.31073,0,0.9,1,1,2,1
2.1961,0,0.9,2,1,2,1
0.83804,0,0.9,2,1,2,1
0.54634,0,0.9,2,1,2,1
1.5464,0,0.9,2,1,2,1
1.7468,0,0.9,2,1,2,1
0.69517,0,0.9,2,1,2,1
3.0301,0,0.9,2,1,2,1
1.9781,0,0.9,2,1,2,1
1.7087,0,0.9,2,1,2,1
0.95777,0,0.9,2,1,2,1
2.8479,0,0.9,2,1,2,1
0.68527,0,0.9,2,1,2,1
0.46511,0,0.9,2,1,2,1
1.8701,0,0.5,1,1,2,1
0.85713,0,0.5,1,1,2,1
0.3379,0,0.5,1,1,2,1
2.1835,0,0.5,1,1,2,1
1.1723,0,0.5,1,1,2,1
0.99151,0,0.5,1,1,2,1
2.9082,0,0.5,1,1,2,1
1.1748,0,0.5,1,1,2,1
1.3378,0,0.5,1,1,2,1
0.71583,0,0.5,1,1,2,1
3.5179,0,0.5,1,1,2,1
0.79271,0,0.5,1,1,2,1
0.2811,0,0.5,1,1,2,1
1.7079,0,0.5,2,1,2,1
0.99653,0,0.5,2,1,2,1
0.34625,0,0.5,2,1,2,1
2.1781,0,0.5,2,1,2,1
1.1901,0,0.5,2,1,2,1
0.68933,0,0.5,2,1,2,1
3.4492,0,0.5,2,1,2,1
1.3034,0,0.5,2,1,2,1
1.249,0,0.5,2,1,2,1
0.7008,0,0.5,2,1,2,1
4.2717,0,0.5,2,1,2,1
1.1856,0,0.5,2,1,2,1
0.68721,0,0.5,2,1,2,1
1.5731,0,0.8,1,1,2,1
1.0583,0,0.8,1,1,2,1
0.48211,0,0.8,1,1,2,1
2.3244,0,0.8,1,1,2,1
1.4573,0,0.8,1,1,2,1
0.58062,0,0.8,1,1,2,1
3.6374,0,0.8,1,1,2,1
1.4935,0,0.8,1,1,2,1
1.6399,0,0.8,1,1,2,1
0.67623,0,0.8,1,1,2,1
4.1826,0,0.8,1,1,2,1
0.87677,0,0.8,1,1,2,1
0.60382,0,0.8,1,1,2,1
1.7617,0,0.8,2,1,2,1
1.0328,0,0.8,2,1,2,1
0.55413,0,0.8,2,1,2,1
2.1505,0,0.8,2,1,2,1
1.2392,0,0.8,2,1,2,1
0.79058,0,0.8,2,1,2,1
3.3016,0,0.8,2,1,2,1
1.8323,0,0.8,2,1,2,1
1.3033,0,0.8,2,1,2,1
0.99699,0,0.8,2,1,2,1
3.8172,0,0.8,2,1,2,1
1.2003,0,0.8,2,1,2,1
0.19247,0,0.8,2,1,2,1
1.6725,0,0,2,1,2,1
1.0311,0,0,2,1,2,1
0.36018,0,0,2,1,2,1
2.1725,0,0,2,1,2,1
1.1743,0,0,2,1,2,1
0.64911,0,0,2,1,2,1
3.1549,0,0,2,1,2,1
1.5437,0,0,2,1,2,1
1.3862,0,0,2,1,2,1
0.88263,0,0,2,1,2,1
3.1462,0,0,2,1,2,1
1.1236,0,0,2,1,2,1
0.85633,0,0,2,1,2,1
2.035,0,0.7,2,1,2,1
1.1707,0,0.7,2,1,2,1
0.36068,0,0.7,2,1,2,1
2.5002,0,0.7,2,1,2,1
1.6293,0,0.7,2,1,2,1
1.0182,0,0.7,2,1,2,1
3.0937,0,0.7,2,1,2,1
1.8777,0,0.7,2,1,2,1
1.38,0,0.7,2,1,2,1
0.89082,0,0.7,2,1,2,1
2.9258,0,0.7,2,1,2,1
0.9353,0,0.7,2,1,2,1
0.10356,0,0.7,2,1,2,1
2.0213,0,0.6,1,1,1,2
1.2792,0,0.6,1,1,1,2
2.7587,0,0.6,1,1,1,2
1.2056,0,0.6,1,1,1,2
3.2828,0,0.6,1,1,1,2
2.1507,0,0.6,1,1,1,2
0.8603,0,0.6,1,1,1,2
2.9848,0,0.6,1,1,1,2
1.1821,0,0.6,1,1,1,2
3.8629,0,0.6,1,1,1,2
3.4638,0,0.6,1,1,1,2
1.4151,0,0.6,1,1,1,2
5.9048,0,0.6,1,1,1,2
1.8485,0,0.6,1,1,1,2
3.8342,0,0.6,1,1,1,2
1.303,0,0.6,1,1,1,2
3.9766,0,0.6,1,1,1,2
1.5816,0,0.6,1,1,1,2
2.0361,0,0.6,1,1,1,2
5.8565,0,0.6,1,1,1,2
1.4955,0,0.6,1,1,1,2
1.4473,0,0.6,1,1,1,2
0.14371,0,0.6,1,1,1,2
0.27143,0,0.6,1,1,1,2
0.012853,0,0.6,1,1,1,2
0.83358,0,0.6,1,1,1,2
4.8629,0,0.6,1,1,1,2
1.1914,0,0.6,1,1,1,2
5.8562,0,0.6,1,1,1,2
1.5211,0,0.6,1,1,1,2
3.5967,0,0.6,1,1,1,2
1.3467,0,0.6,1,1,1,2
4.3258,0,0.6,1,1,1,2
1.2298,0,0.6,1,1,1,2
4.0071,0,0.6,1,1,1,2
3.4383,0,0.6,1,1,1,2
1.8792,0,0.6,1,1,1,2
2.0215,0,0.6,2,1,1,2
1.134,0,0.6,2,1,1,2
2.6495,0,0.6,2,1,1,2
1.0369,0,0.6,2,1,1,2
2.8387,0,0.6,2,1,1,2
1.936,0,0.6,2,1,1,2
0.80687,0,0.6,2,1,1,2
2.6688,0,0.6,2,1,1,2
1.0814,0,0.6,2,1,1,2
3.5016,0,0.6,2,1,1,2
2.9642,0,0.6,2,1,1,2
1.2139,0,0.6,2,1,1,2
5.9934,0,0.6,2,1,1,2
1.8897,0,0.6,2,1,1,2
3.2921,0,0.6,2,1,1,2
1.1435,0,0.6,2,1,1,2
3.7971,0,0.6,2,1,1,2
1.5523,0,0.6,2,1,1,2
1.9005,0,0.6,2,1,1,2
5.9711,0,0.6,2,1,1,2
1.5682,0,0.6,2,1,1,2
1.5606,0,0.6,2,1,1,2
0.25336,0,0.6,2,1,1,2
0.30567,0,0.6,2,1,1,2
-0.10556,0,0.6,2,1,1,2
0.72076,0,0.6,2,1,1,2
4.3391,0,0.6,2,1,1,2
1.1987,0,0.6,2,1,1,2
5.9093,0,0.6,2,1,1,2
1.3928,0,0.6,2,1,1,2
3.4768,0,0.6,2,1,1,2
1.2379,0,0.6,2,1,1,2
4.8276,0,0.6,2,1,1,2
1.2293,0,0.6,2,1,1,2
4.0398,0,0.6,2,1,1,2
3.6691,0,0.6,2,1,1,2
1.8612,0,0.6,2,1,1,2
2.423,0,0.7,1,1,1,2
1.2023,0,0.7,1,1,1,2
3.1099,0,0.7,1,1,1,2
1.4632,0,0.7,1,1,1,2
3.6115,0,0.7,1,1,1,2
2.3847,0,0.7,1,1,1,2
1.101,0,0.7,1,1,1,2
3.2941,0,0.7,1,1,1,2
1.0882,0,0.7,1,1,1,2
4.458,0,0.7,1,1,1,2
3.7646,0,0.7,1,1,1,2
1.8761,0,0.7,1,1,1,2
6.911,0,0.7,1,1,1,2
2.1409,0,0.7,1,1,1,2
4.1872,0,0.7,1,1,1,2
1.3327,0,0.7,1,1,1,2
4.653,0,0.7,1,1,1,2
1.837,0,0.7,1,1,1,2
2.679,0,0.7,1,1,1,2
6.4714,0,0.7,1,1,1,2
2.0927,0,0.7,1,1,1,2
1.6876,0,0.7,1,1,1,2
0.19696,0,0.7,1,1,1,2
0.44608,0,0.7,1,1,1,2
0.052918,0,0.7,1,1,1,2
0.90789,0,0.7,1,1,1,2
5.4761,0,0.7,1,1,1,2
1.3565,0,0.7,1,1,1,2
6.7245,0,0.7,1,1,1,2
1.7197,0,0.7,1,1,1,2
4.0859,0,0.7,1,1,1,2
1.5682,0,0.7,1,1,1,2
5.1173,0,0.7,1,1,1,2
1.4091,0,0.7,1,1,1,2
4.5334,0,0.7,1,1,1,2
3.8004,0,0.7,1,1,1,2
2.0239,0,0.7,1,1,1,2
2.7964,0,0.7,2,1,1,2
1.2441,0,0.7,2,1,1,2
3.4664,0,0.7,2,1,1,2
1.6594,0,0.7,2,1,1,2
3.4242,0,0.7,2,1,1,2
2.4672,0,0.7,2,1,1,2
0.75891,0,0.7,2,1,1,2
3.4648,0,0.7,2,1,1,2
1.6336,0,0.7,2,1,1,2
4.1976,0,0.7,2,1,1,2
3.4856,0,0.7,2,1,1,2
1.733,0,0.7,2,1,1,2
7.0176,0,0.7,2,1,1,2
2.6203,0,0.7,2,1,1,2
4.1671,0,0.7,2,1,1,2
1.3714,0,0.7,2,1,1,2
4.4588,0,0.7,2,1,1,2
1.8822,0,0.7,2,1,1,2
1.9956,0,0.7,2,1,1,2
7.4927,0,0.7,2,1,1,2
2.1204,0,0.7,2,1,1,2
2.1302,0,0.7,2,1,1,2
0.43351,0,0.7,2,1,1,2
0.69546,0,0.7,2,1,1,2
0.11699,0,0.7,2,1,1,2
0.87554,0,0.7,2,1,1,2
5.6431,0,0.7,2,1,1,2
1.3854,0,0.7,2,1,1,2
7.8414,0,0.7,2,1,1,2
1.514,0,0.7,2,1,1,2
4.1429,0,0.7,2,1,1,2
1.5432,0,0.7,2,1,1,2
6.1269,0,0.7,2,1,1,2
1.5271,0,0.7,2,1,1,2
4.9557,0,0.7,2,1,1,2
4.5374,0,0.7,2,1,1,2
2.38,0,0.7,2,1,1,2
2.1972,0,0.8,1,1,1,2
1.6053,0,0.8,1,1,1,2
3.1813,0,0.8,1,1,1,2
1.2405,0,0.8,1,1,1,2
3.1404,0,0.8,1,1,1,2
2.6582,0,0.8,1,1,1,2
0.8294,0,0.8,1,1,1,2
3.23,0,0.8,1,1,1,2
1.361,0,0.8,1,1,1,2
3.8194,0,0.8,1,1,1,2
3.6791,0,0.8,1,1,1,2
1.3083,0,0.8,1,1,1,2
6.4783,0,0.8,1,1,1,2
2.3041,0,0.8,1,1,1,2
4.0699,0,0.8,1,1,1,2
1.1501,0,0.8,1,1,1,2
4.8985,0,0.8,1,1,1,2
1.6241,0,0.8,1,1,1,2
2.7281,0,0.8,1,1,1,2
6.825,0,0.8,1,1,1,2
1.9598,0,0.8,1,1,1,2
1.8776,0,0.8,1,1,1,2
0.37102,0,0.8,1,1,1,2
0.40329,0,0.8,1,1,1,2
-0.050179,0,0.8,1,1,1,2
0.61032,0,0.8,1,1,1,2
4.7146,0,0.8,1,1,1,2
1.0514,0,0.8,1,1,1,2
6.5602,0,0.8,1,1,1,2
1.5082,0,0.8,1,1,1,2
3.9782,0,0.8,1,1,1,2
1.5646,0,0.8,1,1,1,2
4.99,0,0.8,1,1,1,2
1.3351,0,0.8,1,1,1,2
4.2493,0,0.8,1,1,1,2
3.9592,0,0.8,1,1,1,2
2.384,0,0.8,1,1,1,2
2.2995,0,0.8,2,1,1,2
1.4425,0,0.8,2,1,1,2
3.2133,0,0.8,2,1,1,2
1.4626,0,0.8,2,1,1,2
3.0405,0,0.8,2,1,1,2
2.6289,0,0.8,2,1,1,2
0.95639,0,0.8,2,1,1,2
3.0852,0,0.8,2,1,1,2
1.5253,0,0.8,2,1,1,2
3.9958,0,0.8,2,1,1,2
3.5877,0,0.8,2,1,1,2
1.3786,0,0.8,2,1,1,2
6.4571,0,0.8,2,1,1,2
2.2476,0,0.8,2,1,1,2
3.6968,0,0.8,2,1,1,2
1.3486,0,0.8,2,1,1,2
4.2008,0,0.8,2,1,1,2
1.7075,0,0.8,2,1,1,2
2.2728,0,0.8,2,1,1,2
7.1957,0,0.8,2,1,1,2
1.7067,0,0.8,2,1,1,2
1.9682,0,0.8,2,1,1,2
0.41365,0,0.8,2,1,1,2
0.24212,0,0.8,2,1,1,2
-0.12585,0,0.8,2,1,1,2
0.89918,0,0.8,2,1,1,2
4.713,0,0.8,2,1,1,2
1.5789,0,0.8,2,1,1,2
6.5883,0,0.8,2,1,1,2
1.7126,0,0.8,2,1,1,2
4.2503,0,0.8,2,1,1,2
1.4852,0,0.8,2,1,1,2
5.0929,0,0.8,2,1,1,2
1.3738,0,0.8,2,1,1,2
4.7471,0,0.8,2,1,1,2
3.974,0,0.8,2,1,1,2
2.3287,0,0.8,2,1,1,2
1.9089,0,0.9,1,1,1,2
1.1424,0,0.9,1,1,1,2
2.5154,0,0.9,1,1,1,2
1.2368,0,0.9,1,1,1,2
2.6561,0,0.9,1,1,1,2
2.3928,0,0.9,1,1,1,2
0.72845,0,0.9,1,1,1,2
2.3638,0,0.9,1,1,1,2
1.2271,0,0.9,1,1,1,2
3.608,0,0.9,1,1,1,2
2.955,0,0.9,1,1,1,2
1.5645,0,0.9,1,1,1,2
6.6119,0,0.9,1,1,1,2
2.2602,0,0.9,1,1,1,2
3.1275,0,0.9,1,1,1,2
1.14,0,0.9,1,1,1,2
4.5834,0,0.9,1,1,1,2
2.1097,0,0.9,1,1,1,2
2.4697,0,0.9,1,1,1,2
6.9513,0,0.9,1,1,1,2
1.3247,0,0.9,1,1,1,2
1.587,0,0.9,1,1,1,2
0.23027,0,0.9,1,1,1,2
0.23833,0,0.9,1,1,1,2
-0.23541,0,0.9,1,1,1,2
0.25438,0,0.9,1,1,1,2
4.1826,0,0.9,1,1,1,2
0.87189,0,0.9,1,1,1,2
7.0166,0,0.9,1,1,1,2
1.7306,0,0.9,1,1,1,2
4.3521,0,0.9,1,1,1,2
1.4515,0,0.9,1,1,1,2
5.0057,0,0.9,1,1,1,2
1.2411,0,0.9,1,1,1,2
4.1869,0,0.9,1,1,1,2
3.9829,0,0.9,1,1,1,2
2.1687,0,0.9,1,1,1,2
2.248,0,0.9,2,1,1,2
1.3638,0,0.9,2,1,1,2
3.1951,0,0.9,2,1,1,2
1.1361,0,0.9,2,1,1,2
3.5492,0,0.9,2,1,1,2
2.453,0,0.9,2,1,1,2
1.0799,0,0.9,2,1,1,2
3.3801,0,0.9,2,1,1,2
1.1777,0,0.9,2,1,1,2
4.3892,0,0.9,2,1,1,2
4.3054,0,0.9,2,1,1,2
1.5518,0,0.9,2,1,1,2
7.1594,0,0.9,2,1,1,2
2.0555,0,0.9,2,1,1,2
4.5609,0,0.9,2,1,1,2
1.4803,0,0.9,2,1,1,2
4.2833,0,0.9,2,1,1,2
1.8318,0,0.9,2,1,1,2
2.1397,0,0.9,2,1,1,2
6.596,0,0.9,2,1,1,2
1.2312,0,0.9,2,1,1,2
1.4073,0,0.9,2,1,1,2
0.28828,0,0.9,2,1,1,2
0.36184,0,0.9,2,1,1,2
-0.013746,0,0.9,2,1,1,2
1.335,0,0.9,2,1,1,2
6.1404,0,0.9,2,1,1,2
1.7145,0,0.9,2,1,1,2
7.3706,0,0.9,2,1,1,2
1.8819,0,0.9,2,1,1,2
4.183,0,0.9,2,1,1,2
1.3218,0,0.9,2,1,1,2
4.7461,0,0.9,2,1,1,2
1.0871,0,0.9,2,1,1,2
4.8087,0,0.9,2,1,1,2
3.6106,0,0.9,2,1,1,2
2.1361,0,0.9,2,1,1,2
0.89058,0,0.2,2,1,1,2
0.53038,0,0.2,2,1,1,2
1.1218,0,0.2,2,1,1,2
0.5433,0,0.2,2,1,1,2
1.3967,0,0.2,2,1,1,2
1.0191,0,0.2,2,1,1,2
0.19687,0,0.2,2,1,1,2
1.1556,0,0.2,2,1,1,2
0.55344,0,0.2,2,1,1,2
1.5885,0,0.2,2,1,1,2
1.5328,0,0.2,2,1,1,2
0.49314,0,0.2,2,1,1,2
2.988,0,0.2,2,1,1,2
0.69228,0,0.2,2,1,1,2
1.606,0,0.2,2,1,1,2
0.63996,0,0.2,2,1,1,2
1.6867,0,0.2,2,1,1,2
0.96929,0,0.2,2,1,1,2
0.74496,0,0.2,2,1,1,2
2.4091,0,0.2,2,1,1,2
0.58198,0,0.2,2,1,1,2
0.3287,0,0.2,2,1,1,2
0.29059,0,0.2,2,1,1,2
0.19104,0,0.2,2,1,1,2
-0.32458,0,0.2,2,1,1,2
0.40391,0,0.2,2,1,1,2
2.1269,0,0.2,2,1,1,2
0.74922,0,0.2,2,1,1,2
2.8586,0,0.2,2,1,1,2
0.82883,0,0.2,2,1,1,2
1.6559,0,0.2,2,1,1,2
0.4074,0,0.2,2,1,1,2
2.1021,0,0.2,2,1,1,2
0.76099,0,0.2,2,1,1,2
1.9688,0,0.2,2,1,1,2
1.6486,0,0.2,2,1,1,2
0.86426,0,0.2,2,1,1,2
1.6266,0,0.3,2,1,1,2
1.3707,0,0.3,2,1,1,2
2.6341,0,0.3,2,1,1,2
1.1992,0,0.3,2,1,1,2
2.338,0,0.3,2,1,1,2
1.8903,0,0.3,2,1,1,2
0.52193,0,0.3,2,1,1,2
2.382,0,0.3,2,1,1,2
1.1102,0,0.3,2,1,1,2
3.1419,0,0.3,2,1,1,2
2.9024,0,0.3,2,1,1,2
1.0632,0,0.3,2,1,1,2
4.973,0,0.3,2,1,1,2
1.6467,0,0.3,2,1,1,2
2.9563,0,0.3,2,1,1,2
0.87162,0,0.3,2,1,1,2
3.127,0,0.3,2,1,1,2
1.4371,0,0.3,2,1,1,2
1.7466,0,0.3,2,1,1,2
5.2604,0,0.3,2,1,1,2
1.7148,0,0.3,2,1,1,2
1.7507,0,0.3,2,1,1,2
0.27886,0,0.3,2,1,1,2
0.3059,0,0.3,2,1,1,2
0.1541,0,0.3,2,1,1,2
0.26261,0,0.3,2,1,1,2
3.4742,0,0.3,2,1,1,2
1.0807,0,0.3,2,1,1,2
4.5987,0,0.3,2,1,1,2
0.82917,0,0.3,2,1,1,2
3.1651,0,0.3,2,1,1,2
1.121,0,0.3,2,1,1,2
3.8212,0,0.3,2,1,1,2
1.2361,0,0.3,2,1,1,2
3.7153,0,0.3,2,1,1,2
3.2822,0,0.3,2,1,1,2
1.7465,0,0.3,2,1,1,2
1.6918,0,0.4,2,1,1,2
1.144,0,0.4,2,1,1,2
2.5424,0,0.4,2,1,1,2
1.117,0,0.4,2,1,1,2
2.5601,0,0.4,2,1,1,2
2.0283,0,0.4,2,1,1,2
0.72255,0,0.4,2,1,1,2
2.4481,0,0.4,2,1,1,2
1.2705,0,0.4,2,1,1,2
3.054,0,0.4,2,1,1,2
2.7094,0,0.4,2,1,1,2
1.2281,0,0.4,2,1,1,2
5.0112,0,0.4,2,1,1,2
1.7328,0,0.4,2,1,1,2
3.0111,0,0.4,2,1,1,2
1.084,0,0.4,2,1,1,2
3.2451,0,0.4,2,1,1,2
1.7343,0,0.4,2,1,1,2
1.872,0,0.4,2,1,1,2
5.0967,0,0.4,2,1,1,2
1.2734,0,0.4,2,1,1,2
1.4211,0,0.4,2,1,1,2
0.42636,0,0.4,2,1,1,2
0.16862,0,0.4,2,1,1,2
0.081757,0,0.4,2,1,1,2
0.64868,0,0.4,2,1,1,2
3.7111,0,0.4,2,1,1,2
1.3884,0,0.4,2,1,1,2
4.7748,0,0.4,2,1,1,2
1.4093,0,0.4,2,1,1,2
3.2045,0,0.4,2,1,1,2
1.1371,0,0.4,2,1,1,2
3.5158,0,0.4,2,1,1,2
1.1477,0,0.4,2,1,1,2
3.4554,0,0.4,2,1,1,2
2.9169,0,0.4,2,1,1,2
1.7796,0,0.4,2,1,1,2
1.376,0,0.5,2,1,1,2
0.84837,0,0.5,2,1,1,2
1.7565,0,0.5,2,1,1,2
0.53843,0,0.5,2,1,1,2
2.1397,0,0.5,2,1,1,2
1.5051,0,0.5,2,1,1,2
0.20548,0,0.5,2,1,1,2
1.7979,0,0.5,2,1,1,2
0.66764,0,0.5,2,1,1,2
2.858,0,0.5,2,1,1,2
2.1564,0,0.5,2,1,1,2
0.63293,0,0.5,2,1,1,2
4.8057,0,0.5,2,1,1,2
0.9655,0,0.5,2,1,1,2
2.2666,0,0.5,2,1,1,2
0.41512,0,0.5,2,1,1,2
2.9215,0,0.5,2,1,1,2
1.3977,0,0.5,2,1,1,2
1.4975,0,0.5,2,1,1,2
4.8438,0,0.5,2,1,1,2
1.1729,0,0.5,2,1,1,2
1.4629,0,0.5,2,1,1,2
0.12435,0,0.5,2,1,1,2
-0.07994,0,0.5,2,1,1,2
-0.1329,0,0.5,2,1,1,2
0.32623,0,0.5,2,1,1,2
3.2577,0,0.5,2,1,1,2
0.72955,0,0.5,2,1,1,2
4.7641,0,0.5,2,1,1,2
0.98162,0,0.5,2,1,1,2
2.9325,0,0.5,2,1,1,2
0.77804,0,0.5,2,1,1,2
3.9801,0,0.5,2,1,1,2
0.84494,0,0.5,2,1,1,2
3.718,0,0.5,2,1,1,2
3.4088,0,0.5,2,1,1,2
2.0242,0,0.5,2,1,1,2
1.4857,0,1,2,1,1,2
0.92669,0,1,2,1,1,2
2.7125,0,1,2,1,1,2
0.67269,0,1,2,1,1,2
2.5736,0,1,2,1,1,2
2.487,0,1,2,1,1,2
0.56099,0,1,2,1,1,2
2.3795,0,1,2,1,1,2
1.1059,0,1,2,1,1,2
3.2093,0,1,2,1,1,2
3.1995,0,1,2,1,1,2
1.1198,0,1,2,1,1,2
5.9485,0,1,2,1,1,2
1.4102,0,1,2,1,1,2
3.3868,0,1,2,1,1,2
0.99788,0,1,2,1,1,2
3.6624,0,1,2,1,1,2
1.998,0,1,2,1,1,2
2.2823,0,1,2,1,1,2
5.7667,0,1,2,1,1,2
1.3635,0,1,2,1,1,2
1.1973,0,1,2,1,1,2
-0.039859,0,1,2,1,1,2
0.19,0,1,2,1,1,2
-0.36231,0,1,2,1,1,2
0.79067,0,1,2,1,1,2
4.5142,0,1,2,1,1,2
1.1407,0,1,2,1,1,2
6.3108,0,1,2,1,1,2
1.2522,0,1,2,1,1,2
3.6993,0,1,2,1,1,2
0.96846,0,1,2,1,1,2
4.38,0,1,2,1,1,2
1.3213,0,1,2,1,1,2
4.8264,0,1,2,1,1,2
3.6625,0,1,2,1,1,2
2.2828,0,1,2,1,1,2
1.6917,0,0.2,1,1,1,2
1.0361,0,0.2,1,1,1,2
1.9884,0,0.2,1,1,1,2
0.88693,0,0.2,1,1,1,2
2.3623,0,0.2,1,1,1,2
1.8082,0,0.2,1,1,1,2
0.59156,0,0.2,1,1,1,2
1.963,0,0.2,1,1,1,2
0.83787,0,0.2,1,1,1,2
2.7602,0,0.2,1,1,1,2
2.468,0,0.2,1,1,1,2
0.9172,0,0.2,1,1,1,2
4.2379,0,0.2,1,1,1,2
1.6345,0,0.2,1,1,1,2
2.7143,0,0.2,1,1,1,2
0.59208,0,0.2,1,1,1,2
3.2508,0,0.2,1,1,1,2
1.002,0,0.2,1,1,1,2
1.8061,0,0.2,1,1,1,2
4.7585,0,0.2,1,1,1,2
1.5134,0,0.2,1,1,1,2
1.4635,0,0.2,1,1,1,2
0.42412,0,0.2,1,1,1,2
0.38788,0,0.2,1,1,1,2
0.18215,0,0.2,1,1,1,2
0.37144,0,0.2,1,1,1,2
2.9996,0,0.2,1,1,1,2
0.4838,0,0.2,1,1,1,2
4.0797,0,0.2,1,1,1,2
1.0252,0,0.2,1,1,1,2
2.7838,0,0.2,1,1,1,2
0.98607,0,0.2,1,1,1,2
3.2278,0,0.2,1,1,1,2
0.77203,0,0.2,1,1,1,2
2.7367,0,0.2,1,1,1,2
2.5867,0,0.2,1,1,1,2
1.6088,0,0.2,1,1,1,2
1.6815,0,0.3,1,1,1,2
1.0774,0,0.3,1,1,1,2
2.7794,0,0.3,1,1,1,2
1.2459,0,0.3,1,1,1,2
2.6,0,0.3,1,1,1,2
2.0856,0,0.3,1,1,1,2
1.2004,0,0.3,1,1,1,2
2.1877,0,0.3,1,1,1,2
0.78867,0,0.3,1,1,1,2
3.512,0,0.3,1,1,1,2
3.0433,0,0.3,1,1,1,2
1.2117,0,0.3,1,1,1,2
5.4883,0,0.3,1,1,1,2
2.6218,0,0.3,1,1,1,2
2.5632,0,0.3,1,1,1,2
0.87921,0,0.3,1,1,1,2
4.305,0,0.3,1,1,1,2
1.5925,0,0.3,1,1,1,2
2.2345,0,0.3,1,1,1,2
5.7403,0,0.3,1,1,1,2
2.0426,0,0.3,1,1,1,2
1.9174,0,0.3,1,1,1,2
0.73766,0,0.3,1,1,1,2
0.27076,0,0.3,1,1,1,2
0.45094,0,0.3,1,1,1,2
0.45094,0,0.3,1,1,1,2
3.0903,0,0.3,1,1,1,2
0.4938,0,0.3,1,1,1,2
4.9561,0,0.3,1,1,1,2
1.3053,0,0.3,1,1,1,2
3.2685,0,0.3,1,1,1,2
1.5161,0,0.3,1,1,1,2
4.1599,0,0.3,1,1,1,2
0.93147,0,0.3,1,1,1,2
3.2817,0,0.3,1,1,1,2
3.4751,0,0.3,1,1,1,2
2.1488,0,0.3,1,1,1,2
1.9446,0,0.4,1,1,1,2
0.97901,0,0.4,1,1,1,2
2.2776,0,0.4,1,1,1,2
1.0084,0,0.4,1,1,1,2
2.492,0,0.4,1,1,1,2
1.6588,0,0.4,1,1,1,2
0.69104,0,0.4,1,1,1,2
2.4105,0,0.4,1,1,1,2
0.92095,0,0.4,1,1,1,2
3.1388,0,0.4,1,1,1,2
2.7602,0,0.4,1,1,1,2
1.1829,0,0.4,1,1,1,2
5.5657,0,0.4,1,1,1,2
1.9863,0,0.4,1,1,1,2
2.8081,0,0.4,1,1,1,2
0.76707,0,0.4,1,1,1,2
4.0158,0,0.4,1,1,1,2
1.3845,0,0.4,1,1,1,2
2.2712,0,0.4,1,1,1,2
6.0073,0,0.4,1,1,1,2
2.1058,0,0.4,1,1,1,2
1.8958,0,0.4,1,1,1,2
0.46178,0,0.4,1,1,1,2
0.35934,0,0.4,1,1,1,2
-0.10933,0,0.4,1,1,1,2
0.31336,0,0.4,1,1,1,2
3.5936,0,0.4,1,1,1,2
0.54855,0,0.4,1,1,1,2
5.1697,0,0.4,1,1,1,2
