correct,RT,response,sLength,mainTrial,position,respond,SOA,tGen,tImg
NaN,NaN,NaN,NaN,1,2,0,0.16373,2,36
NaN,NaN,NaN,0.17987,1,1,1,0.16373,1,5
NaN,NaN,NaN,0.18,1,1,1,0.16373,1,46
NaN,NaN,NaN,0.17993,2,2,1,0.16373,2,3
NaN,NaN,NaN,NaN,2,2,0,0.16373,2,19
NaN,NaN,NaN,0.17997,3,1,1,0.16373,1,73
NaN,NaN,NaN,0.17995,3,1,1,0.16373,2,66
NaN,NaN,NaN,0.17987,4,2,1,0.16373,1,35
NaN,NaN,NaN,0.18,4,1,1,0.16373,1,65
NaN,NaN,NaN,0.17991,5,1,1,0.16373,2,67
NaN,NaN,NaN,0.17983,5,1,1,0.16373,1,78
NaN,NaN,NaN,0.17986,6,2,1,0.16373,1,55
NaN,NaN,NaN,0.17986,6,1,1,0.16373,1,41
NaN,NaN,NaN,0.17981,7,1,1,0.16373,1,68
NaN,NaN,NaN,0.17994,7,1,1,0.16373,1,47
NaN,NaN,NaN,0.17999,8,1,1,0.16373,1,31
NaN,NaN,NaN,0.17991,8,1,1,0.16373,1,31
NaN,NaN,NaN,NaN,9,1,0,0.16373,2,17
NaN,NaN,NaN,0.17976,9,1,1,0.16373,2,21
NaN,NaN,NaN,0.17984,10,2,1,0.16373,2,58
NaN,NaN,NaN,0.1799,10,1,1,0.16373,1,47
NaN,NaN,NaN,NaN,11,2,0,0.16373,1,63
NaN,NaN,NaN,0.17995,11,1,1,0.16373,1,51
NaN,NaN,NaN,0.17995,12,1,1,0.16373,2,28
NaN,NaN,NaN,0.17991,12,1,1,0.16373,1,72
NaN,NaN,NaN,NaN,13,1,0,0.16373,2,37
NaN,NaN,NaN,0.17986,13,1,1,0.16373,2,72
NaN,NaN,NaN,0.17983,14,2,1,0.16373,2,64
NaN,NaN,NaN,0.17992,14,1,1,0.16373,2,38
NaN,NaN,NaN,NaN,15,1,0,0.16373,1,69
NaN,NaN,NaN,0.17997,15,2,1,0.16373,1,38
NaN,NaN,NaN,0.17993,16,2,1,0.16373,2,2
NaN,NaN,NaN,0.17994,16,1,1,0.16373,1,1
NaN,NaN,NaN,0.18002,17,2,1,0.16373,1,46
NaN,NaN,NaN,0.17991,17,2,1,0.16373,1,51
NaN,NaN,NaN,0.17997,18,2,1,0.16373,2,3
NaN,NaN,NaN,0.17991,18,1,1,0.16373,1,62
NaN,NaN,NaN,0.17996,19,2,1,0.16373,2,46
NaN,NaN,NaN,0.17986,19,1,1,0.16373,2,32
NaN,NaN,NaN,0.1798,20,1,1,0.16373,2,1
NaN,NaN,NaN,NaN,20,2,0,0.16373,2,55
NaN,NaN,NaN,0.17972,21,2,1,0.16373,2,13
