trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
1,NaN,0,NaN,2,4,1,0.4,0.4,0.26894,0.72727,0.45833,15,3,4,4
2,NaN,0,NaN,2,2,1,0.15,0.15,0.43782,0.71282,0.275,14,4,2,1
3,NaN,0,NaN,2,4,1,0.25,0.25,0.43782,0.71282,0.275,6,4,3,1
4,NaN,0,NaN,2,4,2,0.15,0.15,0.43782,0.43882,0.001,9,4,2,4
5,NaN,0,NaN,1,4,1,0.25,0.25,0.26994,0.26894,0.001,11,3,3,1
6,NaN,0,NaN,2,1,1,0.4,0.4,0.26894,0.26994,0.001,14,3,4,1
7,NaN,0,NaN,1,1,2,0.15,0.15,0.71282,0.43782,0.275,15,4,2,1
8,NaN,0,NaN,2,2,1,0.4,0.4,0.14805,0.14905,0.001,3,2,4,1
9,NaN,0,NaN,1,4,1,0.25,0.25,0.72727,0.26894,0.45833,19,3,3,4
10,NaN,0,NaN,1,3,1,0.15,0.15,0.72727,0.26894,0.45833,16,3,2,4
11,NaN,0,NaN,1,1,2,0.25,0.25,0.72727,0.26894,0.45833,7,3,3,4
12,NaN,0,NaN,1,3,1,0.15,0.15,0.26994,0.26894,0.001,15,3,2,1
13,NaN,0,NaN,1,3,2,0.4,0.4,0.14905,0.14805,0.001,6,2,4,4
14,NaN,0,NaN,1,3,1,0.4,0.4,0.43882,0.43782,0.001,11,4,4,4
15,NaN,0,NaN,1,1,2,0.15,0.15,0.14905,0.14805,0.001,18,2,2,1
16,NaN,0,NaN,2,2,1,0.15,0.15,0.14805,0.14905,0.001,15,2,2,4
17,NaN,0,NaN,1,2,1,0.4,0.4,0.72727,0.26894,0.45833,2,3,4,4
18,NaN,0,NaN,1,2,2,0.4,0.4,0.26994,0.26894,0.001,18,3,4,1
19,NaN,0,NaN,1,2,2,0.15,0.15,0.43882,0.43782,0.001,5,4,2,4
20,NaN,0,NaN,2,1,1,0.25,0.25,0.43782,0.71282,0.275,11,4,3,1
21,NaN,0,NaN,1,1,1,0.4,0.4,0.71282,0.43782,0.275,17,4,4,1
22,NaN,0,NaN,2,1,2,0.15,0.15,0.43782,0.71282,0.275,11,4,2,1
23,NaN,0,NaN,1,2,2,0.25,0.25,0.72727,0.26894,0.45833,1,3,3,4
24,NaN,0,NaN,2,4,2,0.25,0.25,0.14805,0.14905,0.001,19,2,3,1
25,NaN,0,NaN,1,2,1,0.25,0.25,0.14905,0.14805,0.001,14,2,3,1
26,NaN,0,NaN,2,4,1,0.15,0.15,0.14805,0.14905,0.001,12,2,2,1
27,NaN,0,NaN,1,4,1,0.25,0.25,0.26994,0.26894,0.001,15,3,3,1
28,NaN,0,NaN,1,2,1,0.4,0.4,0.26994,0.26894,0.001,9,3,4,1
29,NaN,0,NaN,1,2,2,0.25,0.25,0.43882,0.43782,0.001,14,4,3,4
30,NaN,0,NaN,1,3,1,0.25,0.25,0.43882,0.43782,0.001,13,4,3,4
31,NaN,0,NaN,1,3,1,0.25,0.25,0.14905,0.14805,0.001,17,2,3,4
32,NaN,0,NaN,1,3,2,0.25,0.25,0.14905,0.14805,0.001,8,2,3,1
33,NaN,0,NaN,2,2,1,0.4,0.4,0.43782,0.43882,0.001,18,4,4,4
34,NaN,0,NaN,2,3,2,0.25,0.25,0.14805,0.14905,0.001,3,2,3,4
35,NaN,0,NaN,1,4,1,0.15,0.15,0.26994,0.26894,0.001,17,3,2,1
36,NaN,0,NaN,2,4,2,0.4,0.4,0.14805,0.14905,0.001,18,2,4,4
37,NaN,0,NaN,2,1,2,0.15,0.15,0.26894,0.26994,0.001,19,3,2,1
38,NaN,0,NaN,2,1,2,0.15,0.15,0.43782,0.43882,0.001,7,4,2,4
39,NaN,0,NaN,1,1,1,0.4,0.4,0.26994,0.26894,0.001,16,3,4,1
40,NaN,0,NaN,1,1,2,0.15,0.15,0.14905,0.14805,0.001,17,2,2,4
41,NaN,0,NaN,2,2,2,0.15,0.15,0.26894,0.72727,0.45833,19,3,2,4
42,NaN,0,NaN,1,3,1,0.25,0.25,0.71282,0.43782,0.275,12,4,3,1
43,NaN,0,NaN,1,3,1,0.15,0.15,0.72727,0.26894,0.45833,17,3,2,4
44,NaN,0,NaN,2,4,1,0.25,0.25,0.43782,0.71282,0.275,20,4,3,1
45,NaN,0,NaN,2,4,1,0.15,0.15,0.14805,0.14905,0.001,5,2,2,1
46,NaN,0,NaN,1,1,2,0.25,0.25,0.14905,0.14805,0.001,19,2,3,4
47,NaN,0,NaN,1,1,2,0.4,0.4,0.72727,0.26894,0.45833,16,3,4,4
48,NaN,0,NaN,2,1,1,0.4,0.4,0.14805,0.14905,0.001,9,2,4,1
49,NaN,0,NaN,1,2,2,0.15,0.15,0.71282,0.43782,0.275,4,4,2,1
50,NaN,0,NaN,1,2,2,0.15,0.15,0.14905,0.14805,0.001,1,2,2,4
51,NaN,0,NaN,1,4,2,0.15,0.15,0.26994,0.26894,0.001,1,3,2,1
52,NaN,0,NaN,2,3,2,0.4,0.4,0.43782,0.43882,0.001,7,4,4,4
53,NaN,0,NaN,2,3,1,0.4,0.4,0.43782,0.71282,0.275,14,4,4,1
54,NaN,0,NaN,1,4,2,0.4,0.4,0.14905,0.14805,0.001,12,2,4,1
55,NaN,0,NaN,1,3,1,0.25,0.25,0.43882,0.43782,0.001,1,4,3,4
56,NaN,0,NaN,2,1,1,0.4,0.4,0.26894,0.72727,0.45833,18,3,4,4
57,NaN,0,NaN,1,2,1,0.25,0.25,0.26994,0.26894,0.001,6,3,3,1
58,NaN,0,NaN,1,4,1,0.4,0.4,0.14905,0.14805,0.001,10,2,4,4
59,NaN,0,NaN,1,2,2,0.15,0.15,0.14905,0.14805,0.001,5,2,2,4
60,NaN,0,NaN,2,3,2,0.25,0.25,0.26894,0.26994,0.001,12,3,3,1
61,NaN,0,NaN,1,1,2,0.25,0.25,0.43882,0.43782,0.001,14,4,3,4
62,NaN,0,NaN,2,3,2,0.25,0.25,0.14805,0.14905,0.001,18,2,3,1
63,NaN,0,NaN,2,3,1,0.15,0.15,0.26894,0.72727,0.45833,12,3,2,4
64,NaN,0,NaN,2,1,2,0.25,NaN,0.43782,NaN,0.001,8,2,4,1
65,NaN,0,NaN,1,2,2,0.15,0.15,0.43782,0.71282,0.001,16,2,4,4
66,NaN,0,NaN,2,4,1,0.25,0.25,0.43782,0.71282,0.45833,5,3,3,4
67,NaN,0,NaN,2,2,2,0.4,NaN,0.075858,NaN,0.001,16,2,3,4
68,NaN,0,NaN,1,4,1,0.25,0.25,0.26994,0.26894,0.001,3,2,2,1
69,NaN,0,NaN,1,1,1,0.4,0.4,0.26894,0.26994,0.001,10,4,4,4
70,NaN,0,NaN,1,3,2,0.15,NaN,0.14805,NaN,0.001,4,4,2,4
71,NaN,0,NaN,2,3,1,0.4,NaN,0.075858,NaN,0.275,3,4,4,1
72,NaN,0,NaN,1,3,1,0.4,NaN,0.62246,NaN,0.275,16,4,4,1
