correct,RT,response,sLength,mainTrial,position,respond,SOA,tGen,tImg
NaN,NaN,NaN,0.26937,1,2,1,0.25,1,57
NaN,NaN,NaN,0.26,1,2,1,0.25,1,31
NaN,NaN,NaN,0.25973,1,2,1,0.25,2,14
NaN,NaN,NaN,NaN,2,2,0,0.25,2,42
NaN,NaN,NaN,0.25976,2,1,1,0.25,1,34
NaN,NaN,NaN,0.25986,3,1,1,0.25,2,74
NaN,NaN,NaN,NaN,3,1,0,0.25,1,66
NaN,NaN,NaN,0.25979,4,2,1,0.25,1,51
NaN,NaN,NaN,0.25992,4,1,1,0.25,2,48
NaN,NaN,NaN,0.25993,5,2,1,0.25,2,74
NaN,NaN,NaN,0.25963,5,2,1,0.25,2,45
NaN,NaN,NaN,0.25978,6,2,1,0.25,2,73
NaN,NaN,NaN,0.25976,6,1,1,0.25,1,68
NaN,NaN,NaN,0.25981,7,2,1,0.25,1,5
NaN,NaN,NaN,0.25983,7,1,1,0.25,1,29
NaN,NaN,NaN,NaN,8,1,0,0.25,1,45
NaN,NaN,NaN,0.25982,8,2,1,0.25,1,76
NaN,NaN,NaN,0.25996,9,1,1,0.25,2,64
NaN,NaN,NaN,0.2597,9,1,1,0.25,2,46
NaN,NaN,NaN,0.2598,10,1,1,0.25,1,37
NaN,NaN,NaN,0.25981,10,2,1,0.25,1,79
NaN,NaN,NaN,0.25986,11,2,1,0.25,1,46
NaN,NaN,NaN,0.25986,11,1,1,0.25,2,61
NaN,NaN,NaN,0.2599,12,2,1,0.25,1,49
NaN,NaN,NaN,0.25983,12,1,1,0.25,1,41
NaN,NaN,NaN,NaN,13,2,0,0.25,1,72
NaN,NaN,NaN,0.25991,13,1,1,0.25,2,72
NaN,NaN,NaN,0.2599,14,1,1,0.25,1,11
NaN,NaN,NaN,0.2598,14,2,1,0.25,2,28
NaN,NaN,NaN,0.25983,15,2,1,0.25,2,49
NaN,NaN,NaN,0.25984,15,2,1,0.25,2,34
NaN,NaN,NaN,0.26027,16,1,1,0.25,1,49
NaN,NaN,NaN,0.25991,16,2,1,0.25,1,57
NaN,NaN,NaN,0.25992,17,1,1,0.25,1,46
NaN,NaN,NaN,NaN,17,1,0,0.25,2,28
NaN,NaN,NaN,0.25971,18,2,1,0.25,1,1
NaN,NaN,NaN,0.25962,18,2,1,0.25,2,38
NaN,NaN,NaN,0.25984,19,2,1,0.25,1,72
NaN,NaN,NaN,0.25959,19,2,1,0.25,2,16
NaN,NaN,NaN,0.25981,20,1,1,0.25,2,58
NaN,NaN,NaN,0.25993,20,1,1,0.25,2,7
NaN,NaN,NaN,0.2598,21,2,1,0.25,2,19
NaN,NaN,NaN,0.2598,21,2,1,0.25,1,21
NaN,NaN,NaN,0.25976,22,2,1,0.25,1,70
NaN,NaN,NaN,0.25989,22,1,1,0.25,1,66
NaN,NaN,NaN,0.25998,23,1,1,0.25,1,67
NaN,NaN,NaN,NaN,23,2,0,0.25,2,48
NaN,NaN,NaN,0.25987,24,1,1,0.25,2,49
NaN,NaN,NaN,0.25985,24,1,1,0.25,2,37
NaN,NaN,NaN,0.2598,25,1,1,0.25,1,21
NaN,NaN,NaN,0.2599,25,1,1,0.25,1,13
NaN,NaN,NaN,0.25972,26,1,1,0.25,1,59
