correct,RT,response,sLength,mainTrial,position,respond,SOA,tGen,tImg
1,0.4949,10,NaN,1,1,0,0.14787,1,4
0,0.87783,9,0.16016,1,2,1,0.14787,2,10
1,0.54055,10,NaN,1,1,0,0.19716,1,63
1,0.53151,10,NaN,2,2,0,0.19716,1,18
1,0.83824,9,0.21009,2,2,1,0.19716,1,31
1,0.66713,10,NaN,3,1,0,0.14787,1,29
1,0.70775,8,0.15986,3,2,1,0.14787,2,59
1,0.78476,9,0.15993,4,1,1,0.14787,1,13
0,0.66548,9,0.13981,4,1,1,0.12323,2,32
1,0.56641,10,NaN,5,2,0,0.14787,2,35
1,0.70718,8,0.15991,5,1,1,0.14787,2,61
1,0.63606,9,0.15993,6,1,1,0.14787,1,22
1,0.90679,8,0.13986,6,2,1,0.12323,2,15
0,0.7097,9,0.13986,7,2,1,0.12323,2,46
1,0.67452,9,0.14984,7,2,1,0.13555,1,34
1,0.81132,8,0.14996,8,1,1,0.13555,2,65
1,0.73416,9,0.14983,8,1,1,0.13555,1,65
1,0.80105,9,0.14021,9,2,1,0.12323,1,29
1,0.48792,10,NaN,9,1,0,0.12323,1,47
0,0.7247,9,0.14002,10,2,1,0.12323,2,36
1,0.7155,8,0.1499,10,1,1,0.13555,2,48
1,0.59028,9,0.14979,11,2,1,0.13555,1,10
1,0.58512,10,NaN,11,2,0,0.13555,1,25
0,0.86398,9,0.13987,12,2,1,0.12323,2,29
1,0.75878,9,0.1399,12,2,1,0.12939,1,38
1,0.57379,10,NaN,13,1,0,0.12939,2,14
1,0.72451,8,0.14,13,2,1,0.12939,2,15
1,0.6473,10,NaN,14,1,0,0.12323,1,60
1,0.8121,8,0.13984,14,1,1,0.12323,2,45
1,0.54099,10,NaN,15,2,0,0.12323,2,8
1,0.57374,10,NaN,15,2,0,0.11707,2,63
1,0.56466,9,0.12995,16,2,1,0.11707,1,45
0,0.85741,8,0.12976,16,2,1,0.11707,1,38
1,0.64418,9,0.13986,17,1,1,0.12323,1,73
1,0.66305,9,0.13981,17,1,1,0.12323,1,9
1,0.6979,8,0.13974,18,2,1,0.12323,2,30
1,0.63872,8,0.12989,18,2,1,0.11707,2,56
0,0.71152,9,0.12992,19,1,1,0.11707,2,71
