correct,RT,response,sLength,mainTrial,position,respond,SOA,tGen,tImg
1,0.65125,8,0.21982,1,2,1,0.20228,2,45
0,0.74805,8,0.2197,1,2,1,0.20228,1,35
0,0.8969,8,0.25972,1,2,1,0.25,1,32
1,0.6439,9,0.26051,2,2,1,0.25,1,47
1,0.83994,9,0.26923,2,1,1,0.25,1,29
1,0.80549,8,0.25985,3,2,1,0.25,2,67
1,0.59229,8,0.19986,3,2,1,0.18257,2,20
1,0.74155,8,0.19825,4,2,1,0.18257,2,2
1,0.7319,9,0.1999,4,1,1,0.18257,1,50
0,0.88481,9,0.15995,5,1,1,0.14886,2,49
1,0.75335,10,NaN,5,1,0,0.18257,1,30
1,0.72845,8,0.20046,6,2,1,0.18257,2,4
1,0.85927,9,0.19992,6,1,1,0.18257,1,17
1,0.68011,8,0.15994,7,2,1,0.14886,2,10
1,0.65498,9,0.16005,7,1,1,0.14886,1,22
1,0.88368,9,0.1599,8,2,1,0.14886,1,66
1,0.70854,10,NaN,8,1,0,0.13201,2,2
1,0.79539,9,0.14988,9,1,1,0.13201,1,2
1,0.60012,10,NaN,9,2,0,0.13201,1,33
1,0.63503,9,0.1299,10,2,1,0.11515,1,67
1,0.58983,10,NaN,10,1,0,0.11515,1,28
1,0.67271,10,NaN,11,1,0,0.11515,2,22
0,0.80351,9,0.10998,11,1,1,0.098292,2,42
1,0.79216,9,0.12992,12,1,1,0.11515,1,9
1,0.65309,10,NaN,12,1,0,0.11515,2,36
0,0.69,9,0.12995,13,2,1,0.11515,2,31
1,0.7549,8,0.1499,13,1,1,0.13201,2,53
1,0.77575,8,0.15,14,1,1,0.13201,2,3
1,0.74454,8,0.14997,14,1,1,0.13201,2,55
0,0.8233,9,0.13,15,2,1,0.11515,2,40
1,0.50807,10,NaN,15,2,0,0.13201,2,16
0,0.81618,8,0.14912,16,2,1,0.13201,1,14
1,0.56586,9,0.15997,16,1,1,0.14886,1,46
1,0.73065,8,0.16006,17,1,1,0.14886,2,7
0,0.80941,9,0.15989,17,2,1,0.14886,2,22
1,0.99826,9,0.1798,18,2,1,0.16572,1,61
1,0.74901,8,0.17972,18,1,1,0.16572,2,22
1,0.60191,9,0.17998,19,2,1,0.16572,1,33
1,0.57215,9,0.1593,19,1,1,0.14886,1,70
1,0.73556,8,0.15979,20,2,1,0.14886,2,5
1,0.66445,9,0.15999,20,2,1,0.14886,1,14
1,0.65518,10,NaN,21,1,0,0.14043,2,58
1,0.66414,8,0.16016,21,1,1,0.14043,2,33
1,0.6728,9,0.15973,22,2,1,0.14043,1,33
1,0.76973,9,0.14988,22,1,1,0.13201,1,18
0,0.73864,9,0.14986,23,2,1,0.13201,2,24
1,0.59337,10,NaN,23,1,0,0.14043,2,43
0,0.67226,9,0.15981,24,1,1,0.14043,2,42
1,0.66102,9,0.15986,24,2,1,0.14886,1,6
1,0.75591,9,0.15987,25,1,1,0.14886,1,74
1,0.47079,10,NaN,25,2,0,0.14886,1,36
0,0.93746,9,0.15994,26,2,1,0.14043,2,21
1,0.74025,8,0.15976,26,2,1,0.14886,2,44
1,0.75102,9,0.1598,27,2,1,0.14886,1,21
1,0.61186,10,NaN,27,2,0,0.14886,1,38
1,0.65485,8,0.14987,28,2,1,0.14043,2,8
1,0.55769,9,0.15994,28,2,1,0.14043,1,33
1,0.77256,9,0.14997,29,1,1,0.14043,1,59
1,0.43676,10,NaN,29,1,0,0.13201,1,35
1,0.69614,10,NaN,30,1,0,0.13201,1,70
1,0.70088,9,0.14986,30,2,1,0.13201,1,63
0,0.6637,8,0.13984,31,1,1,0.12358,1,13
0,0.84865,9,0.15002,31,1,1,0.13201,2,50
1,0.6833,8,0.15974,32,2,1,0.14043,2,13
1,0.65635,8,0.15988,32,2,1,0.14043,2,33
1,0.5852,9,0.15993,33,2,1,0.14043,1,65
1,0.618,9,0.15,33,2,1,0.13201,1,57
1,0.89486,8,0.14994,34,2,1,0.13201,2,46
1,0.81555,8,0.15023,34,2,1,0.13201,2,58
1,0.58041,10,NaN,35,1,0,0.12358,2,66
1,0.75135,8,0.13999,35,1,1,0.12358,2,59
1,0.71609,10,NaN,36,1,0,0.12358,1,55
1,0.68685,8,0.12994,36,2,1,0.11515,2,33
1,0.63776,10,NaN,37,1,0,0.11515,2,31
1,0.63246,8,0.12984,37,1,1,0.11515,2,2
1,0.83935,8,0.11985,38,1,1,0.10672,2,11
1,0.7023,8,0.11994,38,1,1,0.10672,2,24
1,0.71117,8,0.11994,39,2,1,0.10672,2,7
1,0.6599,9,0.11003,39,1,1,0.098292,1,29
0,0.73082,8,0.10993,40,1,1,0.098292,1,15
1,0.60357,9,0.12,40,2,1,0.10672,1,62
1,0.60045,10,NaN,41,2,0,0.10672,2,65
1,0.53119,10,NaN,41,1,0,0.10672,1,9
1,0.70998,8,0.10986,42,1,1,0.098292,2,73
1,0.56098,8,0.10997,42,2,1,0.098292,2,20
0,0.67569,8,0.10985,43,2,1,0.098292,1,35
1,0.51656,10,NaN,43,2,0,0.10251,1,10
1,0.66115,9,0.11957,44,1,1,0.10251,1,40
1,0.57423,8,0.11993,44,2,1,0.10251,2,2
1,0.6751,8,0.1099,45,2,1,0.098292,2,36
1,0.6019,9,0.10988,45,1,1,0.098292,1,52
0,0.57462,8,0.1098,46,2,1,0.098292,1,56
1,0.84945,9,0.11991,46,2,1,0.10251,1,35
1,0.75644,8,0.12,47,1,1,0.10251,2,27
1,0.63517,8,0.11988,47,1,1,0.10251,2,24
1,0.86764,8,0.10956,48,2,1,0.098292,2,41
1,0.6868,8,0.11006,48,1,1,0.098292,2,35
1,0.60761,9,0.10991,49,1,1,0.098292,1,41
1,0.64646,8,0.1099,49,2,1,0.094078,2,23
1,0.63133,10,NaN,50,1,0,0.094078,2,47
1,0.60011,9,0.10989,50,1,1,0.094078,1,2
1,0.52701,10,NaN,51,2,0,0.089864,2,19
1,0.58173,10,NaN,51,2,0,0.089864,2,9
1,0.62863,8,0.099951,52,2,1,0.089864,2,43
1,0.54346,9,0.099955,52,1,1,0.08565,1,43
1,1.0223,8,0.099987,53,2,1,0.08565,2,15
1,0.47117,10,NaN,53,2,0,0.08565,2,69
0,0.89399,9,0.099904,54,1,1,0.081436,2,31
0,0.75483,8,0.099929,54,2,1,0.08565,1,23
1,0.76561,10,NaN,55,2,0,0.089864,1,26
1,0.63645,9,0.10034,55,1,1,0.089864,1,30
1,0.59324,10,NaN,56,2,0,0.089864,2,44
1,0.55012,9,0.099824,56,1,1,0.08565,1,39
1,0.61289,9,0.099998,57,1,1,0.08565,1,74
0,0.74365,9,0.099881,57,2,1,0.08565,2,64
1,0.66846,9,0.099927,58,1,1,0.089864,1,74
1,0.57739,9,0.099885,58,1,1,0.089864,1,32
1,0.75425,9,0.10047,59,2,1,0.089864,1,66
1,0.59511,10,NaN,59,2,0,0.08565,2,58
1,0.71189,8,0.099889,60,1,1,0.08565,2,42
1,0.67874,8,0.099942,60,2,1,0.08565,2,71
1,0.61559,9,0.099999,61,2,1,0.081436,1,41
1,0.68832,9,0.099881,61,1,1,0.081436,1,17
1,0.82334,9,0.10004,62,2,1,0.081436,1,64
1,0.5641,9,0.089985,62,1,1,0.077222,1,72
1,0.72877,8,0.089966,63,1,1,0.077222,2,6
0,0.61375,9,0.089918,63,1,1,0.077222,2,2
1,0.56448,10,NaN,64,1,0,0.081436,1,11
1,0.55342,9,0.099957,64,1,1,0.081436,1,42
1,0.61224,8,0.099968,65,2,1,0.081436,2,2
0,0.55298,8,0.089949,65,2,1,0.077222,1,13
1,0.82195,8,0.099963,66,2,1,0.081436,2,6
1,0.68275,8,0.10003,66,1,1,0.081436,2,58
1,0.76545,9,0.099941,67,2,1,0.081436,1,48
1,0.59227,10,NaN,67,1,0,0.077222,1,21
1,0.65318,8,0.090036,68,2,1,0.077222,2,65
1,0.5379,10,NaN,68,1,0,0.077222,1,13
1,0.62664,8,0.089895,69,2,1,0.073008,2,71
1,0.63761,8,0.089969,69,2,1,0.073008,2,29
1,0.59252,10,NaN,70,1,0,0.073008,1,13
0,0.72527,8,0.079871,70,2,1,0.068794,1,55
1,0.80404,8,0.089889,71,2,1,0.073008,2,6
1,0.52444,10,NaN,71,1,0,0.073008,1,65
1,0.69772,9,0.089969,72,1,1,0.073008,1,51
NaN,NaN,NaN,NaN,72,1,0,0.068794,2,8
